Date,Day of the Week,Win/(Loss),Opening Range High,Opening Range Low,Daily High,Daily Low,Initial Range Size ($),Range Size (ticks),Range Size (points),First Candle Close Outside of Range Time,First Candle Close Price,First Candle Close Condition,First Candle Close Fully Outside of Open Range Time,First Fully Close Price,First Fully Close Condition,Max Distribution (%),Max Distribution/Drawdown (points),Max Distribution (Fully Outside) (%),Max Distribution/Drawdown (Fully Outside) (points),First Candle Cross Opposite Side Condition,First Candle Cross Opposite Side Time,First Candle Cross Opposite Side Price
2024-03-11,Monday,Loss,2211.800048828125,2210.0,2210.300048828125,2178.0,1.800048828125,18.00048828125,0.1800048828125,20:35:00,2209.0,Below Opening Low,20:35:00,2209.0,Below Opening Low,1.423324150596878,3.1,1.423324150596878,3.1,Not Crossed,N/A,N/A
2024-03-12,Tuesday,Loss,2187.199951171875,2183.0,2206.89990234375,2183.89990234375,4.199951171875,41.99951171875,0.4199951171875,20:35:00,2187.300048828125,Above Opening High,20:35:00,2187.300048828125,Above Opening High,0.8881170140435348,1.9599853515625,0.8881170140435348,1.9599853515625,Not Crossed,N/A,N/A
2024-03-13,Wednesday,Win,2201.5,2200.0,2202.699951171875,2178.60009765625,1.5,15.0,0.15,20:50:00,2201.699951171875,Above Opening High,20:55:00,2202.10009765625,Above Opening High,0.045398829716593155,0.1,0.027232647610759123,0.0599853515625,Crossed Below Opening Low,20:40:00,2200.0
2024-03-14,Thursday,Win,2187.300048828125,2186.0,2198.199951171875,2180.300048828125,1.300048828125,13.00048828125,0.1300048828125,20:50:00,2188.699951171875,Above Opening High,20:50:00,2188.699951171875,Above Opening High,0.43217178650811483,0.95,0.43217178650811483,0.95,Crossed Below Opening Low,08:35:00,2185.0
2024-03-17,Sunday,Win,2181.300048828125,2179.5,2188.60009765625,2170.800048828125,1.800048828125,18.00048828125,0.1800048828125,20:50:00,2181.89990234375,Above Opening High,20:55:00,2182.199951171875,Above Opening High,0.3061406841603988,0.67001953125,0.29243106089727644,0.6400146484375,Crossed Below Opening Low,21:05:00,2178.199951171875
2024-03-18,Monday,Win,2187.5,2185.800048828125,2187.800048828125,2172.0,1.699951171875,16.99951171875,0.1699951171875,21:30:00,2183.60009765625,Below Opening Low,21:30:00,2183.60009765625,Below Opening Low,0.5340744777279005,1.160009765625,0.5340744777279005,1.160009765625,Crossed Above Opening High,20:35:00,2187.800048828125
2024-03-19,Tuesday,Win,2182.5,2179.800048828125,2213.60009765625,2173.89990234375,2.699951171875,26.99951171875,0.2699951171875,20:35:00,2179.699951171875,Below Opening Low,21:20:00,2184.10009765625,Above Opening High,0.266803858902233,0.5800048828125,1.3326707037659815,2.95,Crossed Above Opening High,21:20:00,2184.10009765625
2024-03-20,Wednesday,Win,2229.699951171875,2220.0,2236.39990234375,2189.89990234375,9.699951171875,96.99951171875,0.9699951171875,20:35:00,2217.699951171875,Below Opening Low,20:40:00,2217.0,Below Opening Low,1.269466645410225,2.7800048828125,1.237503943775969,2.710009765625,Crossed Above Opening High,21:05:00,2229.800048828125
2024-03-21,Thursday,Win,2208.199951171875,2204.699951171875,2209.800048828125,2180.199951171875,3.5,35.0,0.35,20:35:00,2209.0,Above Opening High,20:35:00,2209.0,Above Opening High,0.03620458007272072,0.0800048828125,0.03620458007272072,0.0800048828125,Crossed Below Opening Low,21:35:00,2203.199951171875
2024-03-24,Sunday,Win,2192.0,2186.800048828125,2204.10009765625,2186.199951171875,5.199951171875,51.99951171875,0.5199951171875,21:15:00,2193.60009765625,Above Opening High,21:20:00,2196.0,Above Opening High,0.4763848979075529,1.05,0.36750135190608235,0.810009765625,Crossed Below Opening Low,03:05:00,2186.199951171875
