Date,Day of the Week,First Candle Close Outside of Range,First Candle Close Condition,First Candle Close Price,19:30-20:30 High,19:30-20:30 Low,20:30-16:00 High,20:30-16:00 Low,Break of Range Closing Time,Break of Low Range,Break of Low Range Cross Price,Break of High Range,Break of High Range Cross Price
2024-03-10,Sunday,20:35:00,Above High,1.8380000591278076,1.837000012397766,1.8329999446868896,1.840999960899353,1.8329999446868896,,,,,
2024-03-11,Monday,21:11:00,Above High,1.746999979019165,1.746000051498413,1.7419999837875366,1.8359999656677248,1.7419999837875366,00:15:00,Crossed Below Low,1.8329999446868896,,
2024-03-12,Tuesday,,,,,,,,10:39:00,Crossed Below Low,1.7359999418258667,,
2024-03-13,Wednesday,,,,,,,,,,,,
2024-03-14,Thursday,21:58:00,Above High,1.7580000162124634,1.756999969482422,1.74399995803833,1.7669999599456787,1.6430000066757202,,,,,
2024-03-17,Sunday,,,,,,,,,,,,
2024-03-18,Monday,20:55:00,Above High,1.7200000286102295,1.718999981880188,1.7100000381469729,1.7619999647140503,1.690999984741211,,,,,
2024-03-19,Tuesday,22:13:00,Below Low,1.7489999532699585,1.756999969482422,1.75,1.7690000534057615,1.7009999752044678,00:11:00,Crossed Below Low,1.7029999494552612,,
2024-03-20,Wednesday,,,,,,,,,,,,
2024-03-21,Thursday,21:27:00,Above High,1.7020000219345093,1.7009999752044678,1.6950000524520874,1.7130000591278076,1.6510000228881836,,,,,
2024-03-24,Sunday,21:05:00,Below Low,1.6549999713897705,1.662999987602234,1.6579999923706057,1.6660000085830688,1.649999976158142,21:47:00,,,Crossed Above High,1.6649999618530271
2024-03-25,Monday,20:45:00,Below Low,1.6059999465942385,1.6150000095367432,1.6109999418258667,1.6660000085830688,1.5889999866485596,,,,,
2024-03-26,Tuesday,,,,,,,,01:50:00,,,Crossed Above High,1.6150000095367432
2024-03-27,Wednesday,21:46:00,Below Low,1.715000033378601,1.722000002861023,1.715999960899353,1.7860000133514404,1.7039999961853027,,,,,
2024-03-28,Thursday,,,,,,,,08:31:00,,,Crossed Above High,1.722000002861023
2024-03-31,Sunday,20:53:00,Above High,1.7330000400543213,1.7319999933242798,1.7209999561309814,1.7359999418258667,1.725000023841858,,,,,
2024-04-01,Monday,,,,,,,,03:01:00,Crossed Below Low,1.7209999561309814,,
2024-04-02,Tuesday,21:20:00,Below Low,1.843000054359436,1.85699999332428,1.8450000286102295,1.88100004196167,1.777999997138977,,,,,
2024-04-03,Wednesday,21:12:00,Above High,1.85099995136261,1.850000023841858,1.8450000286102295,1.906000018119812,1.8359999656677248,03:12:00,,,Crossed Above High,1.8580000400543213
2024-04-03,Wednesday,21:12:00,Above High,1.85099995136261,1.850000023841858,1.8450000286102295,1.906000018119812,1.8359999656677248,22:32:00,Crossed Below Low,1.8450000286102295,,
2024-04-04,Thursday,22:00:00,Below Low,1.75600004196167,1.7699999809265137,1.756999969482422,1.8530000448226929,1.75600004196167,,,,,
2024-04-07,Sunday,,,,,,,,,,,,
2024-04-08,Monday,21:42:00,Below Low,1.8489999771118164,1.8600000143051147,1.850000023841858,1.8559999465942385,1.746000051498413,,,,,
2024-04-09,Tuesday,21:16:00,Above High,1.8949999809265137,1.8940000534057615,1.8869999647140503,1.924000024795532,1.843000054359436,02:20:00,,,Crossed Above High,1.8600000143051147
2024-04-10,Wednesday,22:41:00,Below Low,1.8550000190734863,1.8669999837875368,1.8559999465942385,1.9429999589920044,1.8519999980926511,10:57:00,Crossed Below Low,1.8860000371932983,,
2024-04-11,Thursday,,,,,,,,02:24:00,,,Crossed Above High,1.868000030517578
2024-04-14,Sunday,20:48:00,Below Low,1.7619999647140503,1.7730000019073486,1.7630000114440918,1.7649999856948853,1.7510000467300415,,,,,
2024-04-15,Monday,21:19:00,Above High,1.690000057220459,1.6890000104904177,1.6820000410079956,1.7799999713897705,1.6779999732971191,07:03:00,,,Crossed Above High,1.7760000228881836
2024-04-16,Tuesday,21:29:00,Above High,1.690000057220459,1.6890000104904177,1.6749999523162842,1.8020000457763672,1.64900004863739,10:33:00,Crossed Below Low,1.6820000410079956,,
2024-04-17,Wednesday,20:37:00,Above High,1.722000002861023,1.7209999561309814,1.715000033378601,1.75,1.659999966621399,03:29:00,Crossed Below Low,1.6749999523162842,,
2024-04-18,Thursday,20:58:00,Above High,1.753999948501587,1.7519999742507937,1.746999979019165,1.7940000295639038,1.7269999980926514,,,,,
2024-04-21,Sunday,21:22:00,Below Low,1.75,1.7719999551773071,1.7510000467300415,1.7549999952316284,1.743000030517578,,,,,
2024-04-22,Monday,23:28:00,Below Low,1.787999987602234,1.7970000505447388,1.7890000343322754,1.7970000505447388,1.72599995136261,08:07:00,,,Crossed Above High,1.7730000019073486
2024-04-23,Tuesday,21:18:00,Below Low,1.830000042915344,1.8380000591278076,1.8320000171661377,1.843000054359436,1.7450000047683716,05:45:00,,,Crossed Above High,1.7979999780654907
2024-04-24,Wednesday,21:11:00,Above High,1.6679999828338623,1.6640000343322754,1.6510000228881836,1.8220000267028809,1.633999943733215,23:48:00,Crossed Below Low,1.649999976158142,,
2024-04-25,Thursday,20:39:00,Above High,1.6050000190734863,1.5950000286102295,1.559999942779541,1.6740000247955322,1.562999963760376,,,,,
2024-04-28,Sunday,,,,,,,,,,,,
2024-04-29,Monday,21:08:00,Above High,2.053999900817871,2.052999973297119,2.0390000343322754,2.072999954223633,1.9160000085830688,,,,,
2024-04-30,Tuesday,20:36:00,Below Low,1.9429999589920044,1.9589999914169312,1.9450000524520872,2.0920000076293945,1.9420000314712524,08:31:00,Crossed Below Low,2.0329999923706055,,
2024-05-01,Wednesday,22:22:00,Above High,1.9570000171661377,1.955999970436096,1.934999942779541,1.9700000286102295,1.912999987602234,09:00:00,,,Crossed Above High,1.9609999656677248
2024-05-02,Thursday,23:07:00,Below Low,2.013000011444092,2.0399999618530273,2.0190000534057617,2.049999952316284,1.950999975204468,,,,,
2024-05-05,Sunday,20:43:00,Below Low,2.1549999713897705,2.177999973297119,2.1570000648498535,2.163000106811523,2.1449999809265137,,,,,
2024-05-06,Monday,20:33:00,Below Low,2.1659998893737793,2.2019999027252197,2.1670000553131104,2.26200008392334,2.132999897003174,07:30:00,,,Crossed Above High,2.181999921798706
2024-05-07,Tuesday,,,,,,,,07:01:00,,,Crossed Above High,2.2019999027252197
2024-05-08,Wednesday,,,,,,,,,,,,
2024-05-09,Thursday,21:06:00,Above High,2.3239998817443848,2.322999954223633,2.302999973297119,2.3440001010894775,2.1530001163482666,,,,,
2024-05-12,Sunday,21:02:00,Above High,2.236999988555908,2.234999895095825,2.2239999771118164,2.24399995803833,2.2279999256134033,,,,,
2024-05-13,Monday,,,,,,,,,,,,
2024-05-14,Tuesday,23:54:00,Above High,2.3499999046325684,2.3469998836517334,2.3340001106262207,2.3970000743865967,2.305999994277954,,,,,
2024-05-15,Wednesday,21:25:00,Below Low,2.4140000343322754,2.427000045776367,2.4159998893737793,2.424999952316284,2.312999963760376,09:16:00,Crossed Below Low,2.3310000896453857,,
2024-05-16,Thursday,,,,,,,,06:48:00,,,Crossed Above High,2.428999900817871
2024-05-19,Sunday,20:37:00,Above High,2.6419999599456787,2.6410000324249268,2.628999948501587,2.6700000762939453,2.638000011444092,,,,,
2024-05-20,Monday,21:21:00,Below Low,2.739000082015991,2.755000114440918,2.740000009536743,2.75600004196167,2.632999897003174,,,,,
2024-05-21,Tuesday,20:34:00,Below Low,2.640000104904175,2.6689999103546143,2.6459999084472656,2.7980000972747803,2.618000030517578,03:30:00,,,Crossed Above High,2.76200008392334
2024-05-22,Wednesday,20:45:00,Above High,2.802000045776367,2.8010001182556152,2.7739999294281006,2.8510000705718994,2.6089999675750732,07:26:00,,,Crossed Above High,2.6710000038146973
2024-05-23,Thursday,21:11:00,Above High,2.6500000953674316,2.6470000743865967,2.630000114440918,2.924000024795532,2.625999927520752,10:07:00,Crossed Below Low,2.7709999084472656,,
2024-05-26,Sunday,23:06:00,Above High,2.497999906539917,2.496999979019165,2.4769999980926514,2.5,2.4769999980926514,,,,,
2024-05-27,Monday,21:01:00,Above High,2.5250000953674316,2.5220000743865967,2.494999885559082,2.5820000171661377,2.4830000400543213,,,,,
2024-05-28,Tuesday,20:54:00,Below Low,2.61899995803833,2.625,2.622999906539917,2.621000051498413,2.494999885559082,01:51:00,Crossed Below Low,2.494999885559082,,
2024-05-29,Wednesday,,,,,,,,,,,,
2024-05-30,Thursday,21:11:00,Below Low,2.552000045776367,2.572000026702881,2.552999973297119,2.681999921798706,2.5480000972747803,22:14:00,,,Crossed Above High,2.572000026702881
2024-06-02,Sunday,,,,,,,,,,,,
2024-06-03,Monday,23:49:00,Below Low,2.747999906539917,2.7699999809265137,2.75,2.799000024795532,2.628000020980835,,,,,
2024-06-04,Tuesday,21:20:00,Above High,2.635999917984009,2.634999990463257,2.621000051498413,2.8289999961853027,2.572999954223633,04:44:00,,,Crossed Above High,2.7739999294281006
2024-06-05,Wednesday,20:48:00,Above High,2.763999938964844,2.76200008392334,2.743000030517578,2.7869999408721924,2.6050000190734863,06:26:00,Crossed Below Low,2.61899995803833,,
2024-06-06,Thursday,,,,,,,,04:12:00,Crossed Below Low,2.73799991607666,,
2024-06-09,Sunday,20:33:00,Below Low,2.9690001010894775,2.986999988555908,2.9719998836517334,2.986000061035156,2.9690001010894775,,,,,
2024-06-10,Monday,20:31:00,Below Low,3.003000020980835,3.0160000324249268,3.005000114440918,3.0959999561309814,2.861999988555908,02:10:00,,,Crossed Above High,2.993000030517578
2024-06-10,Monday,20:31:00,Below Low,3.003000020980835,3.0160000324249268,3.005000114440918,3.0959999561309814,2.861999988555908,21:08:00,,,Crossed Above High,3.0160000324249268
2024-06-11,Tuesday,20:32:00,Above High,3.1089999675750732,3.1070001125335693,3.0920000076293945,3.1470000743865967,2.992000102996826,,,,,
2024-06-12,Wednesday,21:55:00,Below Low,3.0269999504089355,3.0429999828338623,3.0280001163482666,3.122999906539917,2.994999885559082,04:15:00,Crossed Below Low,3.0920000076293945,,
2024-06-13,Thursday,23:58:00,Above High,2.937999963760376,2.934999942779541,2.921999931335449,3.0910000801086426,2.8980000019073486,03:00:00,,,Crossed Above High,3.0460000038146973
2024-06-16,Sunday,21:00:00,Below Low,2.808000087738037,2.8239998817443848,2.809000015258789,2.821000099182129,2.805999994277954,,,,,
2024-06-17,Monday,20:35:00,Above High,2.7980000972747803,2.796999931335449,2.788000106811523,2.8399999141693115,2.759000062942505,03:01:00,,,Crossed Above High,2.8239998817443848
2024-06-18,Tuesday,20:31:00,Above High,2.9179999828338623,2.913000106811523,2.8989999294281006,2.928999900817871,2.7890000343322754,,,,,
2024-06-19,Wednesday,20:45:00,Above High,2.931999921798706,2.924999952316284,2.913000106811523,2.947999954223633,2.8580000400543213,06:19:00,Crossed Below Low,2.8980000019073486,,
2024-06-20,Thursday,20:39:00,Below Low,2.7170000076293945,2.740999937057495,2.7209999561309814,2.921999931335449,2.7139999866485596,00:59:00,Crossed Below Low,2.9100000858306885,,
2024-06-23,Sunday,21:20:00,Below Low,2.677999973297119,2.688999891281128,2.678999900817871,2.684000015258789,2.6670000553131104,,,,,
2024-06-24,Monday,21:17:00,Below Low,2.811000108718872,2.8289999961853027,2.812000036239624,2.8340001106262207,2.6480000019073486,03:10:00,,,Crossed Above High,2.700999975204468
2024-06-25,Tuesday,20:33:00,Above High,2.7219998836517334,2.711999893188477,2.7079999446868896,2.8440001010894775,2.6989998817443848,02:46:00,,,Crossed Above High,2.8299999237060547
2024-06-26,Wednesday,,,,,,,,05:04:00,Crossed Below Low,2.7079999446868896,,
2024-06-27,Thursday,23:30:00,Above High,2.7109999656677246,2.7100000381469727,2.693000078201294,2.7839999198913574,2.6730000972747803,,,,,
2024-06-30,Sunday,20:31:00,Below Low,2.5880000591278076,2.6019999980926514,2.5889999866485596,2.5929999351501465,2.568000078201294,,,,,
2024-07-01,Monday,21:11:00,Below Low,2.4670000076293945,2.4830000400543213,2.4679999351501465,2.5859999656677246,2.4549999237060547,,,,,
2024-07-02,Tuesday,21:58:00,Below Low,2.450999975204468,2.4649999141693115,2.4539999961853027,2.4769999980926514,2.4149999618530273,,,,,
2024-07-03,Wednesday,,,,,,,,10:49:00,,,Crossed Above High,2.4660000801086426
2024-07-04,Thursday,21:14:00,Below Low,2.364000082015991,2.378999948501587,2.365999937057495,2.440000057220459,2.3350000381469727,,,,,
2024-07-07,Sunday,20:32:00,Above High,2.3239998817443848,2.322999954223633,2.303999900817871,2.3399999141693115,2.312000036239624,,,,,
2024-07-08,Monday,21:22:00,Above High,2.388999938964844,2.388000011444092,2.372999906539917,2.3910000324249268,2.303999900817871,,,,,
2024-07-09,Tuesday,20:32:00,Below Low,2.3399999141693115,2.3529999256134033,2.3410000801086426,2.447999954223633,2.3310000896453857,00:31:00,Crossed Below Low,2.372999906539917,,
2024-07-10,Wednesday,21:12:00,Above High,2.3340001106262207,2.3329999446868896,2.325999975204468,2.384999990463257,2.2920000553131104,03:20:00,,,Crossed Above High,2.3540000915527344
2024-07-11,Thursday,20:33:00,Below Low,2.2730000019073486,2.2820000648498535,2.2739999294281006,2.3429999351501465,2.260999917984009,03:09:00,Crossed Below Low,2.325000047683716,,
2024-07-14,Sunday,,,,,,,,,,,,
2024-07-15,Monday,20:41:00,Below Low,2.1600000858306885,2.1710000038146973,2.1619999408721924,2.2850000858306885,2.1470000743865967,,,,,
2024-07-16,Tuesday,21:11:00,Below Low,2.177999973297119,2.187000036239624,2.178999900817871,2.2179999351501465,2.1489999294281006,02:29:00,,,Crossed Above High,2.1710000038146973
2024-07-16,Tuesday,21:11:00,Below Low,2.177999973297119,2.187000036239624,2.178999900817871,2.2179999351501465,2.1489999294281006,22:43:00,,,Crossed Above High,2.187000036239624
2024-07-17,Wednesday,22:11:00,Below Low,2.046999931335449,2.055000066757202,2.0480000972747803,2.2079999446868896,2.015000104904175,,,,,
2024-07-18,Thursday,23:29:00,Above High,2.1040000915527344,2.1029999256134033,2.0929999351501465,2.134000062942505,2.0239999294281006,07:28:00,,,Crossed Above High,2.055000066757202
2024-07-21,Sunday,21:04:00,Above High,2.1619999408721924,2.1610000133514404,2.1470000743865967,2.174999952316284,2.1510000228881836,,,,,
2024-07-22,Monday,20:38:00,Above High,2.246000051498413,2.244999885559082,2.240000009536743,2.2699999809265137,2.1570000648498535,22:56:00,Crossed Below Low,2.240000009536743,,
2024-07-23,Tuesday,20:44:00,Below Low,2.1410000324249268,2.1589999198913574,2.1419999599456787,2.265000104904175,2.13700008392334,,,,,
