Date,Day of the Week,First Candle Close Outside of Range,First Candle Close Condition,First Candle Close Price,19:30-20:30 High,19:30-20:30 Low,20:30-16:00 High,20:30-16:00 Low,Break of Range Closing Time,Break of Low Range,Break of Low Range Cross Price,Break of High Range,Break of High Range Cross Price
2024-04-10,Wednesday,21:37:00,Above High,18177.0,18176.25,18148.0,18470.0,18054.0,05:51:00,Crossed Below Low,18364.25,,
2024-04-11,Thursday,20:43:00,Above High,18496.0,18495.75,18473.0,18519.25,18085.0,06:09:00,Crossed Below Low,18147.5,,
2024-04-14,Sunday,,,,,,,,,,,,
2024-04-15,Monday,21:08:00,Below Low,17862.75,17894.0,17863.0,18351.0,17795.5,,,,,
2024-04-16,Tuesday,20:32:00,Below Low,17898.5,17940.0,17903.25,17988.0,17791.25,07:33:00,,,Crossed Above High,17895.5
2024-04-17,Wednesday,20:33:00,Above High,17698.75,17698.25,17678.75,17968.25,17616.0,06:47:00,,,Crossed Above High,17941.75
2024-04-18,Thursday,20:57:00,Below Low,17435.75,17517.25,17437.5,17771.0,17180.25,05:30:00,Crossed Below Low,17676.25,,
2024-04-21,Sunday,20:36:00,Below Low,17248.75,17273.0,17249.0,17259.75,17200.0,,,,,
2024-04-22,Monday,21:42:00,Below Low,17315.25,17338.0,17316.0,17448.0,17148.75,01:53:00,,,Crossed Above High,17275.25
2024-04-23,Tuesday,20:53:00,Above High,17717.75,17717.5,17681.25,17745.5,17317.5,00:13:00,,,Crossed Above High,17338.75
2024-04-24,Wednesday,20:48:00,Above High,17487.5,17484.5,17447.0,17795.75,17456.0,05:48:00,Crossed Below Low,17679.5,,
2024-04-25,Thursday,21:21:00,Above High,17767.5,17767.25,17742.0,17786.75,17308.0,01:04:00,Crossed Below Low,17442.75,,
2024-04-28,Sunday,21:39:00,Above High,17895.0,17894.75,17862.5,17913.0,17877.5,,,,,
2024-04-29,Monday,21:27:00,Above High,17913.75,17913.0,17897.0,17949.0,17791.25,09:41:00,Crossed Below Low,17862.0,,
2024-04-30,Tuesday,22:39:00,Above High,17519.0,17517.25,17480.75,17911.5,17498.75,01:19:00,Crossed Below Low,17896.25,,
2024-05-01,Wednesday,20:54:00,Above High,17541.0,17540.5,17498.5,17791.75,17399.0,02:31:00,Crossed Below Low,17476.0,,
2024-05-02,Thursday,20:36:00,Above High,17758.75,17757.5,17737.25,17786.75,17386.0,09:49:00,Crossed Below Low,17492.5,,
2024-05-05,Sunday,20:36:00,Below Low,17995.0,18025.5,17995.75,18014.75,17995.0,,,,,
2024-05-06,Monday,20:32:00,Below Low,18173.25,18188.5,18177.25,18198.25,17983.75,03:15:00,,,Crossed Above High,18025.5
2024-05-07,Tuesday,21:15:00,Above High,18213.25,18212.5,18196.5,18267.75,18150.75,03:07:00,,,Crossed Above High,18188.5
2024-05-07,Tuesday,21:15:00,Above High,18213.25,18212.5,18196.5,18267.75,18150.75,22:42:00,Crossed Below Low,18196.5,,
2024-05-08,Wednesday,21:54:00,Above High,18173.5,18170.0,18153.25,18242.25,18072.5,,,,,
2024-05-09,Thursday,20:33:00,Below Low,18226.25,18245.5,18227.25,18239.0,18104.25,00:56:00,Crossed Below Low,18151.75,,
2024-05-12,Sunday,20:57:00,Above High,18256.0,18254.5,18238.0,18279.5,18240.75,,,,,
2024-05-13,Monday,20:43:00,Below Low,18281.25,18290.0,18282.25,18336.75,18234.75,,,,,
2024-05-14,Tuesday,20:37:00,Below Low,18409.25,18426.0,18414.0,18438.75,18167.5,02:42:00,,,Crossed Above High,18291.5
2024-05-14,Tuesday,20:37:00,Below Low,18409.25,18426.0,18414.0,18438.75,18167.5,22:38:00,,,Crossed Above High,18426.0
2024-05-15,Wednesday,22:15:00,Below Low,18715.25,18735.5,18716.75,18738.75,18392.75,23:38:00,,,Crossed Above High,18737.5
2024-05-16,Thursday,21:05:00,Above High,18657.25,18657.0,18645.25,18760.75,18638.0,,,,,
2024-05-19,Sunday,20:43:00,Above High,18671.75,18671.25,18658.5,18679.25,18659.5,,,,,
2024-05-20,Monday,20:40:00,Above High,18759.0,18756.25,18745.75,18794.5,18635.25,03:34:00,Crossed Below Low,18657.75,,
2024-05-20,Monday,20:40:00,Above High,18759.0,18756.25,18745.75,18794.5,18635.25,21:31:00,Crossed Below Low,18745.25,,
2024-05-21,Tuesday,20:55:00,Below Low,18808.0,18817.0,18808.25,18824.0,18678.0,22:00:00,,,Crossed Above High,18821.5
2024-05-22,Wednesday,20:44:00,Below Low,18862.75,18877.0,18863.0,18965.75,18684.0,21:18:00,,,Crossed Above High,18877.75
2024-05-23,Thursday,20:38:00,Above High,18717.25,18715.75,18693.5,19022.5,18621.5,,,,,
2024-05-26,Sunday,21:01:00,Above High,18850.75,18850.5,18834.0,18856.5,18836.5,,,,,
2024-05-27,Monday,22:56:00,Above High,18918.0,18917.0,18885.0,18957.25,18848.0,,,,,
2024-05-28,Tuesday,20:35:00,Below Low,18919.75,18947.75,18920.0,18980.5,18819.5,09:44:00,Crossed Below Low,18872.25,,
2024-05-29,Wednesday,22:23:00,Below Low,18702.5,18731.75,18704.0,18900.5,18677.0,,,,,
2024-05-30,Thursday,20:35:00,Below Low,18510.25,18579.0,18512.25,18787.0,18502.5,04:49:00,,,Crossed Above High,18732.25
2024-06-02,Sunday,22:37:00,Above High,18646.25,18645.0,18580.0,18653.75,18616.25,,,,,
2024-06-03,Monday,20:34:00,Above High,18673.75,18672.25,18649.0,18755.5,18441.5,10:54:00,Crossed Below Low,18578.0,,
2024-06-03,Monday,20:34:00,Above High,18673.75,18672.25,18649.0,18755.5,18441.5,23:25:00,Crossed Below Low,18648.0,,
2024-06-04,Tuesday,21:20:00,Below Low,18722.25,18744.5,18726.0,18765.75,18511.25,21:59:00,,,Crossed Above High,18744.5
2024-06-05,Wednesday,20:38:00,Below Low,19068.5,19096.75,19070.75,19111.25,18703.0,21:47:00,,,Crossed Above High,19098.0
2024-06-06,Thursday,20:40:00,Above High,19079.5,19078.75,19067.5,19124.25,19017.75,,,,,
2024-06-09,Sunday,22:52:00,Above High,19041.25,19040.25,19015.0,19050.75,19018.0,,,,,
2024-06-10,Monday,21:38:00,Above High,19091.0,19089.25,19075.0,19129.75,18973.25,02:29:00,Crossed Below Low,19014.75,,
2024-06-11,Tuesday,20:32:00,Below Low,19246.25,19266.25,19248.25,19266.25,18994.75,04:48:00,Crossed Below Low,19067.75,,
2024-06-12,Wednesday,20:33:00,Above High,19623.25,19623.0,19593.5,19639.0,19240.25,00:00:00,,,Crossed Above High,19266.25
2024-06-13,Thursday,21:53:00,Above High,19626.5,19624.5,19610.5,19690.0,19500.0,05:43:00,Crossed Below Low,19591.0,,
2024-06-16,Sunday,20:43:00,Below Low,19701.75,19718.5,19703.75,19714.0,19684.5,,,,,
2024-06-17,Monday,20:47:00,Below Low,19908.0,20209.25,19912.0,20271.5,19640.5,03:16:00,,,Crossed Above High,19719.75
2024-06-18,Tuesday,23:11:00,Above High,20226.5,20225.75,20209.25,20270.0,19889.5,03:38:00,,,Crossed Above High,20212.0
2024-06-19,Wednesday,20:35:00,Above High,20246.5,20245.5,20232.0,20292.0,20213.75,,,,,
2024-06-20,Thursday,20:38:00,Below Low,20046.75,20074.25,20048.25,20371.5,19958.5,09:31:00,Crossed Below Low,20221.75,,
2024-06-23,Sunday,21:07:00,Below Low,19997.5,20024.25,20000.25,20018.75,19917.25,,,,,
2024-06-24,Monday,20:57:00,Below Low,19757.75,19775.75,19758.0,20030.0,19740.5,03:55:00,,,Crossed Above High,20027.25
2024-06-24,Monday,20:57:00,Below Low,19757.75,19775.75,19758.0,20030.0,19740.5,21:48:00,,,Crossed Above High,19778.25
2024-06-25,Tuesday,20:36:00,Above High,19984.0,19983.75,19963.5,20009.0,19725.25,,,,,
2024-06-26,Wednesday,20:38:00,Below Low,19903.5,19921.0,19906.25,20069.0,19873.5,08:30:00,Crossed Below Low,19963.5,,
2024-06-26,Wednesday,20:38:00,Below Low,19903.5,19921.0,19906.25,20069.0,19873.5,22:02:00,,,Crossed Above High,19922.0
2024-06-27,Thursday,20:51:00,Below Low,20090.0,20103.0,20090.5,20140.75,19911.5,21:26:00,,,Crossed Above High,20103.75
2024-06-30,Sunday,20:33:00,Above High,19978.5,19976.75,19932.0,20005.25,19970.5,,,,,
2024-07-01,Monday,20:34:00,Below Low,19979.25,20026.0,19981.25,20074.0,19811.5,04:41:00,Crossed Below Low,19926.5,,
2024-07-02,Tuesday,23:20:00,Below Low,20232.5,20252.75,20233.0,20259.5,19909.75,09:37:00,,,Crossed Above High,20037.0
2024-07-03,Wednesday,,,,,,,,09:31:00,,,Crossed Above High,20256.5
2024-07-04,Thursday,,,,,,,,,,,,
2024-07-07,Sunday,21:05:00,Below Low,20581.5,20602.5,20584.0,20602.75,20579.25,,,,,
2024-07-08,Monday,21:55:00,Below Low,20715.0,20748.75,20718.25,20738.75,20583.0,03:05:00,,,Crossed Above High,20603.25
2024-07-09,Tuesday,20:59:00,Above High,20709.25,20708.25,20694.75,20771.75,20616.0,09:34:00,,,Crossed Above High,20763.0
2024-07-10,Wednesday,20:31:00,Below Low,20867.5,20884.5,20868.0,20917.5,20696.0,,,,,
2024-07-11,Thursday,,,,,,,,01:02:00,,,Crossed Above High,20884.5
2024-07-14,Sunday,20:32:00,Above High,20566.0,20565.25,20541.5,20581.25,20559.5,,,,,
2024-07-15,Monday,20:35:00,Below Low,20626.5,20643.5,20628.0,20796.5,20506.25,15:50:00,Crossed Below Low,20531.75,,
2024-07-15,Monday,20:35:00,Below Low,20626.5,20643.5,20628.0,20796.5,20506.25,22:08:00,,,Crossed Above High,20644.0
2024-07-16,Tuesday,20:42:00,Above High,20576.25,20572.0,20557.5,20684.0,20464.0,21:03:00,Crossed Below Low,20555.5,,
2024-07-17,Wednesday,20:34:00,Above High,20069.0,20068.0,20053.0,20535.5,19967.25,21:04:00,Crossed Below Low,20053.0,,
2024-07-18,Thursday,,,,,,,,,,,,
2024-07-21,Sunday,21:18:00,Below Low,19764.75,19837.25,19766.5,19813.0,19718.75,,,,,
2024-07-22,Monday,20:42:00,Below Low,19938.25,19976.75,19947.5,20044.25,19741.0,04:41:00,,,Crossed Above High,19839.75
2024-07-23,Tuesday,20:41:00,Above High,19832.5,19828.5,19792.0,20085.0,19793.0,06:26:00,,,Crossed Above High,19977.5
2024-07-24,Wednesday,,,,,,,,00:13:00,Crossed Below Low,19770.0,,
2024-07-25,Thursday,21:15:00,Above High,19064.5,19063.75,19015.25,19390.5,18883.5,,,,,
2024-07-28,Sunday,20:40:00,Above High,19295.25,19293.5,19235.5,19330.25,19278.25,,,,,
2024-07-29,Monday,21:36:00,Below Low,19103.5,19174.0,19122.5,19377.25,19076.25,03:41:00,Crossed Below Low,19232.25,,
2024-07-30,Tuesday,20:49:00,Above High,19076.5,19076.0,19014.25,19319.25,18802.5,00:54:00,,,Crossed Above High,19180.75
2024-07-31,Wednesday,20:38:00,Below Low,19657.25,19716.75,19668.25,19698.75,19094.0,,,,,
2024-08-01,Thursday,22:16:00,Below Low,18862.75,18952.5,18866.25,19693.0,18685.75,,,,,
2024-08-04,Sunday,21:03:00,Below Low,18117.5,18296.75,18168.0,18246.75,18023.25,,,,,
2024-08-05,Monday,20:48:00,Above High,18318.5,18303.0,18211.0,18435.5,17346.0,,,,,
2024-08-06,Tuesday,20:34:00,Above High,18174.5,18166.25,18045.25,18483.0,17961.25,04:17:00,Crossed Below Low,18165.25,,
2024-08-07,Wednesday,21:15:00,Above High,17970.75,17942.25,17745.0,18558.5,17860.0,14:14:00,Crossed Below Low,18041.75,,
2024-08-08,Thursday,20:41:00,Below Low,18511.25,18608.25,18513.75,18595.0,17875.25,,,,,
2024-08-11,Sunday,22:35:00,Above High,18644.25,18643.25,18582.5,18666.75,18583.25,,,,,
2024-08-12,Monday,20:54:00,Above High,18668.25,18668.0,18632.25,18765.5,18524.0,09:44:00,Crossed Below Low,18562.75,,
2024-08-13,Tuesday,21:32:00,Above High,19137.0,19124.0,19092.25,19153.25,18646.25,22:26:00,Crossed Below Low,19089.25,,
2024-08-14,Wednesday,20:35:00,Above High,19150.0,19149.25,19100.25,19223.75,18925.5,,,,,
2024-08-15,Thursday,20:35:00,Below Low,19583.75,19635.25,19592.0,19645.25,19104.5,23:31:00,,,Crossed Above High,19637.25
