Date,Day of the Week,First Candle Close Outside of Range,First Candle Close Condition,First Candle Close Price,19:30-20:30 High,19:30-20:30 Low,20:30-16:00 High,20:30-16:00 Low,Break of Range Closing Time,Break of High Range,Break of High Range Cross Price,Break of Low Range,Break of Low Range Cross Price
2024-03-11,Monday,20:31:00,Below Low,78.0199966430664,78.12999725341797,78.02999877929688,78.47000122070312,76.79000091552734,21:44:00,Crossed Above High,78.1500015258789,,
2024-03-12,Tuesday,20:53:00,Below Low,77.91000366210938,78.04000091552734,77.91999816894531,78.70999908447266,77.3499984741211,21:19:00,Crossed Above High,78.05000305175781,,
2024-03-13,Wednesday,20:45:00,Above High,79.76000213623047,79.75,79.63999938964844,79.93000030517578,77.58000183105469,,,,,
2024-03-14,Thursday,21:00:00,Above High,81.20999908447266,81.12000274658203,80.91000366210938,81.62000274658203,79.6500015258789,,,,,
2024-03-17,Sunday,20:34:00,Above High,81.16999816894531,81.16000366210938,81.0,81.41000366210938,80.98999786376953,21:08:00,,,Crossed Below Low,80.98999786376953
2024-03-18,Monday,20:56:00,Below Low,82.12999725341797,82.2300033569336,82.13999938964844,82.73999786376953,80.72000122070312,,,,,
2024-03-19,Tuesday,21:00:00,Above High,82.5199966430664,82.51000213623047,82.36000061035156,83.11000061035156,81.80999755859375,05:01:00,Crossed Above High,82.23999786376953,,
2024-03-20,Wednesday,20:33:00,Above High,81.72000122070312,81.70999908447266,81.54000091552734,82.6500015258789,80.83000183105469,03:36:00,,,Crossed Below Low,82.3499984741211
2024-03-21,Thursday,21:03:00,Below Low,80.80999755859375,80.97000122070312,80.81999969482422,81.91000366210938,80.30000305175781,04:26:00,,,Crossed Below Low,81.52999877929688
2024-03-24,Sunday,21:00:00,Above High,81.04000091552734,80.95999908447266,80.83999633789062,81.27999877929688,80.88999938964844,,,,,
2024-03-25,Monday,21:11:00,Above High,82.19000244140625,82.16999816894531,81.98999786376953,82.47000122070312,80.7300033569336,04:29:00,,,Crossed Below Low,80.81999969482422
