Date,Day of the Week,First Candle Close Outside of Range,First Candle Close Condition,First Candle Close Price,19:30-20:30 High,19:30-20:30 Low,20:30-16:00 High,20:30-16:00 Low,Break of Range Closing Time,Break of High Range,Break of High Range Cross Price,Break of Low Range,Break of Low Range Cross Price
2024-04-28,Sunday,20:49:00,Below Low,27.184999465942383,27.545000076293945,27.19499969482422,27.565000534057617,26.959999084472656,21:59:00,Crossed Above High,27.549999237060547,,
2024-04-29,Monday,21:02:00,Above High,27.40999984741211,27.395000457763672,27.325000762939453,27.73500061035156,27.1299991607666,21:12:00,,,Crossed Below Low,27.325000762939453
2024-04-30,Tuesday,20:49:00,Below Low,26.565000534057617,26.649999618530273,26.575000762939453,27.229999542236328,26.545000076293945,21:48:00,Crossed Above High,26.649999618530273,,
2024-05-01,Wednesday,21:05:00,Above High,27.049999237060547,27.045000076293945,26.934999465942383,27.25,26.584999084472656,22:30:00,,,Crossed Below Low,26.934999465942383
2024-05-02,Thursday,20:56:00,Above High,26.940000534057617,26.934999465942383,26.854999542236328,27.020000457763672,26.2549991607666,22:21:00,,,Crossed Below Low,26.854999542236328
2024-05-05,Sunday,21:00:00,Above High,26.899999618530273,26.825000762939453,26.655000686645508,27.25,26.684999465942383,,,,,
2024-05-06,Monday,20:37:00,Below Low,27.649999618530273,27.75,27.65999984741211,27.7450008392334,27.084999084472656,,,,,
2024-05-07,Tuesday,21:04:00,Below Low,27.434999465942383,27.520000457763672,27.479999542236328,27.770000457763672,27.30500030517578,09:18:00,Crossed Above High,27.75,,
2024-05-07,Tuesday,21:04:00,Below Low,27.434999465942383,27.520000457763672,27.479999542236328,27.770000457763672,27.30500030517578,22:42:00,Crossed Above High,27.530000686645508,,
2024-05-08,Wednesday,20:50:00,Above High,27.584999084472656,27.579999923706055,27.51499938964844,27.739999771118164,27.239999771118164,,,,,
2024-05-09,Thursday,20:47:00,Below Low,28.540000915527344,28.6200008392334,28.545000076293945,28.729999542236328,27.704999923706055,21:04:00,Crossed Above High,28.6299991607666,,
2024-05-12,Sunday,20:48:00,Above High,28.454999923706055,28.440000534057617,28.38999938964844,28.459999084472656,28.184999465942383,21:00:00,,,Crossed Below Low,28.385000228881836
2024-05-13,Monday,21:40:00,Below Low,28.46500015258789,28.575000762939453,28.48500061035156,28.65999984741211,28.21500015258789,22:31:00,Crossed Above High,28.579999923706055,,
2024-05-14,Tuesday,20:39:00,Below Low,28.809999465942383,28.885000228881836,28.815000534057617,28.98500061035156,28.309999465942383,,,,,
2024-05-15,Wednesday,21:02:00,Above High,30.075000762939453,30.05500030517578,29.905000686645508,30.104999542236328,28.7549991607666,03:00:00,Crossed Above High,28.88999938964844,,
2024-05-15,Wednesday,21:02:00,Above High,30.075000762939453,30.05500030517578,29.905000686645508,30.104999542236328,28.7549991607666,21:55:00,,,Crossed Below Low,29.88999938964844
2024-05-16,Thursday,20:59:00,Below Low,29.875,29.954999923706055,29.8799991607666,29.975000381469727,29.55500030517578,,,,,
2024-05-19,Sunday,20:31:00,Above High,31.739999771118164,31.729999542236328,31.579999923706055,32.75,31.690000534057617,,,,,
2024-05-20,Monday,20:43:00,Above High,32.1150016784668,32.10499954223633,31.96500015258789,32.720001220703125,31.18000030517578,08:02:00,,,Crossed Below Low,31.559999465942383
2024-05-20,Monday,20:43:00,Above High,32.1150016784668,32.10499954223633,31.96500015258789,32.720001220703125,31.18000030517578,21:55:00,,,Crossed Below Low,31.829999923706055
2024-05-21,Tuesday,20:33:00,Below Low,32.25,32.29999923706055,32.255001068115234,32.54499816894531,31.440000534057617,21:01:00,Crossed Above High,32.30500030517578,,
2024-05-22,Wednesday,20:39:00,Below Low,31.045000076293945,31.184999465942383,31.05500030517578,32.14500045776367,30.450000762939453,,,,,
2024-05-23,Thursday,20:35:00,Below Low,30.26499938964844,30.420000076293945,30.270000457763672,31.155000686645508,30.23500061035156,21:20:00,Crossed Above High,30.44499969482422,,
2024-05-26,Sunday,20:42:00,Below Low,30.635000228881836,30.729999542236328,30.63999938964844,31.06999969482422,30.61000061035156,21:09:00,Crossed Above High,30.73500061035156,,
2024-05-27,Monday,21:00:00,Above High,31.959999084472656,31.934999465942383,31.799999237060547,32.095001220703125,30.924999237060547,,,,,
2024-05-28,Tuesday,20:34:00,Below Low,32.22999954223633,32.33000183105469,32.2400016784668,32.45000076293945,31.424999237060547,02:03:00,,,Crossed Below Low,31.760000228881836
2024-05-28,Tuesday,20:34:00,Below Low,32.22999954223633,32.33000183105469,32.2400016784668,32.45000076293945,31.424999237060547,22:31:00,Crossed Above High,32.34000015258789,,
2024-05-29,Wednesday,20:37:00,Below Low,32.150001525878906,32.25,32.165000915527344,32.51499938964844,31.450000762939453,21:14:00,Crossed Above High,32.255001068115234,,
2024-05-30,Thursday,21:08:00,Below Low,31.21500015258789,31.3799991607666,31.280000686645508,31.9950008392334,30.940000534057617,22:14:00,Crossed Above High,31.534000396728516,,
2024-06-02,Sunday,20:32:00,Below Low,30.459999084472656,30.61000061035156,30.475000381469727,30.780000686645508,30.274999618530273,20:49:00,Crossed Above High,30.61000061035156,,
2024-06-03,Monday,21:02:00,Above High,31.030000686645508,31.0,30.850000381469727,31.040000915527344,29.940000534057617,21:10:00,,,Crossed Below Low,30.829999923706055
2024-06-04,Tuesday,21:04:00,Below Low,29.635000228881836,29.770000457763672,29.665000915527344,30.954999923706055,29.5049991607666,22:30:00,Crossed Above High,29.770000457763672,,
2024-06-05,Wednesday,20:59:00,Above High,30.184999465942383,30.165000915527344,30.065000534057617,30.7549991607666,29.524999618530273,,,,,
2024-06-06,Thursday,20:45:00,Above High,31.489999771118164,31.48500061035156,31.405000686645508,31.575000762939453,30.229999542236328,21:13:00,,,Crossed Below Low,31.364999771118164
2024-06-09,Sunday,21:30:00,Above High,29.5,29.475000381469727,29.34000015258789,29.670000076293945,29.344999313354492,,,,,
2024-06-10,Monday,20:33:00,Below Low,29.760000228881836,29.825000762939453,29.76499938964844,29.934999465942383,29.135000228881836,20:55:00,Crossed Above High,29.829999923706055,,
2024-06-11,Tuesday,20:45:00,Below Low,29.329999923706055,29.415000915527344,29.34000015258789,29.65999984741211,29.149999618530273,21:11:00,Crossed Above High,29.434999465942383,,
2024-06-12,Wednesday,21:03:00,Below Low,29.575000762939453,29.719999313354492,29.614999771118164,30.354999542236328,28.905000686645508,,,,,
2024-06-13,Thursday,20:32:00,Above High,29.030000686645508,29.020000457763672,28.950000762939453,29.56999969482422,28.729999542236328,21:29:00,,,Crossed Below Low,28.950000762939453
2024-06-16,Sunday,20:36:00,Above High,29.61000061035156,29.600000381469727,29.524999618530273,29.625,29.2450008392334,21:00:00,,,Crossed Below Low,29.459999084472656
2024-06-17,Monday,20:32:00,Above High,29.71500015258789,29.709999084472656,29.545000076293945,29.760000228881836,29.09000015258789,21:20:00,,,Crossed Below Low,29.5049991607666
2024-06-18,Tuesday,21:00:00,Below Low,29.475000381469727,29.6200008392334,29.48500061035156,29.645000457763672,28.98500061035156,,,,,
2024-06-19,Wednesday,20:31:00,Above High,29.86000061035156,29.850000381469727,29.80500030517578,30.31999969482422,29.40999984741211,03:55:00,Crossed Above High,29.6299991607666,,
2024-06-20,Thursday,20:49:00,Above High,30.875,30.864999771118164,30.795000076293945,30.905000686645508,30.06999969482422,21:02:00,,,Crossed Below Low,30.790000915527344
2024-06-23,Sunday,20:45:00,Above High,29.475000381469727,29.469999313354492,29.3700008392334,29.665000915527344,29.3700008392334,21:00:00,,,Crossed Below Low,29.3700008392334
2024-06-24,Monday,20:33:00,Below Low,29.530000686645508,29.575000762939453,29.53499984741211,29.7549991607666,29.270000457763672,21:03:00,Crossed Above High,29.579999923706055,,
2024-06-25,Tuesday,21:12:00,Above High,28.94499969482422,28.93000030517578,28.815000534057617,29.690000534057617,28.700000762939453,21:40:00,,,Crossed Below Low,28.780000686645508
2024-06-26,Wednesday,20:53:00,Below Low,28.690000534057617,28.71500015258789,28.69499969482422,29.094999313354492,28.579999923706055,20:59:00,Crossed Above High,28.719999313354492,,
2024-06-27,Thursday,22:31:00,Above High,29.329999923706055,29.315000534057617,28.975000381469727,29.575000762939453,28.674999237060547,,,,,
2024-06-30,Sunday,21:31:00,Above High,29.450000762939453,29.43000030517578,29.084999084472656,29.469999313354492,29.260000228881836,,,,,
2024-07-01,Monday,20:35:00,Below Low,29.719999313354492,29.780000686645508,29.729999542236328,29.790000915527344,29.0,03:52:00,,,Crossed Below Low,29.06999969482422
2024-07-02,Tuesday,20:56:00,Below Low,29.850000381469727,29.88999938964844,29.854999542236328,30.125,29.225000381469727,08:43:00,Crossed Above High,29.795000076293945,,
2024-07-02,Tuesday,20:56:00,Below Low,29.850000381469727,29.88999938964844,29.854999542236328,30.125,29.225000381469727,21:11:00,Crossed Above High,29.88999938964844,,
2024-07-03,Wednesday,,,,,,,,,,,,
2024-07-04,Thursday,,,,,,,,,,,,
2024-07-07,Sunday,20:41:00,Above High,31.479999542236328,31.475000381469727,31.3799991607666,31.670000076293945,31.280000686645508,22:44:00,,,Crossed Below Low,31.364999771118164
2024-07-08,Monday,20:31:00,Below Low,31.114999771118164,31.170000076293945,31.1200008392334,31.524999618530273,30.709999084472656,21:10:00,Crossed Above High,31.184999465942383,,
2024-07-09,Tuesday,21:17:00,Above High,31.125,31.11000061035156,31.030000686645508,31.434999465942383,30.78499984741211,,,,,
2024-07-10,Wednesday,20:49:00,Above High,31.13999938964844,31.1299991607666,31.079999923706055,31.44499969482422,30.915000915527344,00:19:00,,,Crossed Below Low,31.020000457763672
2024-07-11,Thursday,20:40:00,Below Low,31.55500030517578,31.670000076293945,31.559999465942383,32.01499938964844,31.135000228881836,,,,,
2024-07-14,Sunday,20:53:00,Above High,30.8799991607666,30.875,30.799999237060547,31.184999465942383,30.809999465942383,,,,,
2024-07-15,Monday,20:41:00,Below Low,30.795000076293945,30.875,30.799999237060547,31.325000762939453,30.760000228881836,09:41:00,,,Crossed Below Low,30.790000915527344
2024-07-15,Monday,20:41:00,Below Low,30.795000076293945,30.875,30.799999237060547,31.325000762939453,30.760000228881836,21:04:00,Crossed Above High,30.885000228881836,,
2024-07-16,Tuesday,20:42:00,Above High,31.510000228881836,31.5049991607666,31.434999465942383,31.655000686645508,30.719999313354492,22:37:00,,,Crossed Below Low,31.434999465942383
2024-07-17,Wednesday,20:36:00,Below Low,30.510000228881836,30.604999542236328,30.51499938964844,31.385000228881836,30.2549991607666,23:00:00,Crossed Above High,30.61000061035156,,
2024-07-18,Thursday,21:13:00,Below Low,29.68000030517578,30.01499938964844,29.69499969482422,30.799999237060547,29.575000762939453,,,,,
2024-07-21,Sunday,20:51:00,Below Low,29.5,29.614999771118164,29.5049991607666,29.579999923706055,29.25,,,,,
2024-07-22,Monday,20:56:00,Above High,29.309999465942383,29.274999618530273,29.21500015258789,29.479999542236328,28.93000030517578,22:49:00,,,Crossed Below Low,29.209999084472656
2024-07-23,Tuesday,21:01:00,Below Low,29.364999771118164,29.415000915527344,29.3700008392334,29.545000076293945,28.825000762939453,21:10:00,Crossed Above High,29.415000915527344,,
2024-07-24,Wednesday,21:02:00,Below Low,28.954999923706055,29.31599998474121,28.96500015258789,29.6299991607666,27.969999313354492,,,,,
2024-07-25,Thursday,21:00:00,Below Low,27.920000076293945,28.030000686645508,27.954999923706055,28.28499984741211,27.55500030517578,21:30:00,Crossed Above High,28.045000076293945,,
2024-07-28,Sunday,21:01:00,Above High,28.329999923706055,28.31999969482422,28.229999542236328,28.334999084472656,28.040000915527344,21:02:00,,,Crossed Below Low,28.21500015258789
2024-07-29,Monday,21:00:00,Below Low,27.895000457763672,28.0,27.920000076293945,28.31999969482422,27.450000762939453,22:45:00,Crossed Above High,28.024999618530273,,
2024-07-30,Tuesday,20:35:00,Above High,28.530000686645508,28.520000457763672,28.454999923706055,28.78499984741211,27.825000762939453,21:04:00,,,Crossed Below Low,28.434999465942383
2024-07-31,Wednesday,21:01:00,Below Low,29.135000228881836,29.23500061035156,29.15999984741211,29.290000915527344,28.61000061035156,21:11:00,Crossed Above High,29.239999771118164,,
2024-08-01,Thursday,20:40:00,Below Low,28.56999969482422,28.625,28.579999923706055,29.270000457763672,28.274999618530273,21:05:00,Crossed Above High,28.645000457763672,,
2024-08-04,Sunday,20:47:00,Below Low,28.28499984741211,28.725000381469727,28.290000915527344,28.774999618530273,28.1200008392334,21:40:00,Crossed Above High,28.73500061035156,,
2024-08-05,Monday,20:49:00,Above High,27.604999542236328,27.56999969482422,27.334999084472656,28.815000534057617,26.594999313354492,22:36:00,,,Crossed Below Low,27.280000686645508
2024-08-06,Tuesday,20:32:00,Above High,27.0049991607666,26.9950008392334,26.854999542236328,27.40999984741211,26.700000762939453,,,,,
2024-08-07,Wednesday,21:00:00,Above High,26.86000061035156,26.80500030517578,26.690000534057617,27.364999771118164,26.665000915527344,13:30:00,,,Crossed Below Low,26.829999923706055
2024-08-08,Thursday,20:32:00,Below Low,27.559999465942383,27.6299991607666,27.565000534057617,27.84000015258789,26.825000762939453,21:24:00,Crossed Above High,27.68000030517578,,
2024-08-11,Sunday,20:47:00,Above High,27.44499969482422,27.440000534057617,27.354999542236328,27.53499984741211,27.280000686645508,21:46:00,,,Crossed Below Low,27.34000015258789
2024-08-12,Monday,20:35:00,Below Low,28.0,28.135000228881836,28.010000228881836,28.114999771118164,27.440000534057617,,,,,
2024-08-13,Tuesday,21:10:00,Below Low,27.864999771118164,27.940000534057617,27.8700008392334,28.06999969482422,27.510000228881836,21:19:00,Crossed Above High,27.954999923706055,,
