Date,Day of the Week,First Candle Close Outside of Range,First Candle Close Condition,First Candle Close Price,19:30-20:30 High,19:30-20:30 Low,20:30-16:00 High,20:30-16:00 Low,Break of Range Closing Time,Break of High Range,Break of High Range Cross Price,Break of Low Range,Break of Low Range Cross Price
2024-04-28,Sunday,20:32:00,Above High,925.4000244140624,924.9000244140624,922.7000122070312,928.7999877929688,923.2000122070312,,,,,
2024-04-29,Monday,20:53:00,Below Low,957.9000244140624,963.0999755859376,958.0,965.5,922.7999877929688,,,,,
2024-04-30,Tuesday,20:40:00,Below Low,943.7000122070312,947.2000122070312,943.7999877929688,959.4000244140624,940.0,,,,,
2024-05-01,Wednesday,20:35:00,Above High,968.0,967.9000244140624,965.2000122070312,969.9000244140624,942.2000122070312,04:07:00,Crossed Above High,947.2999877929688,,
2024-05-02,Thursday,20:37:00,Above High,965.7000122070312,965.5,962.9000244140624,971.2000122070312,951.9000244140624,04:15:00,,,Crossed Below Low,965.2000122070312
2024-05-05,Sunday,,,,,,,,,,,,
2024-05-06,Monday,20:35:00,Above High,968.2000122070312,967.7000122070312,965.7000122070312,978.5999755859376,960.7999877929688,,,,,
2024-05-07,Tuesday,21:32:00,Below Low,987.5999755859376,991.2000122070312,988.0,992.7999877929688,961.0999755859376,03:48:00,,,Crossed Below Low,965.2999877929688
2024-05-08,Wednesday,21:22:00,Above High,986.2000122070312,986.0,983.9000244140624,991.7000122070312,972.4000244140624,,,,,
2024-05-09,Thursday,21:16:00,Above High,996.0,995.9000244140624,992.5,997.9000244140624,982.0,08:57:00,,,Crossed Below Low,983.5
2024-05-12,Sunday,21:15:00,Below Low,1002.2000122070312,1005.2000122070312,1002.5999755859376,1006.7999877929688,1001.0,22:47:00,Crossed Above High,1005.2999877929688,,
2024-05-13,Monday,21:12:00,Above High,1013.0999755859376,1012.7000122070312,1010.2999877929688,1025.9000244140625,1003.9000244140624,22:54:00,,,Crossed Below Low,1010.2999877929688
2024-05-14,Tuesday,21:56:00,Above High,1061.800048828125,1061.699951171875,1048.199951171875,1069.5,1009.9000244140624,,,,,
2024-05-15,Wednesday,,,,,,,,,,,,
2024-05-16,Thursday,20:45:00,Below Low,1069.199951171875,1073.199951171875,1069.300048828125,1091.0999755859375,1058.0999755859375,,,,,
2024-05-19,Sunday,21:00:00,Above High,1098.9000244140625,1098.0999755859375,1091.4000244140625,1105.0,1093.300048828125,,,,,
2024-05-20,Monday,20:32:00,Below Low,1052.4000244140625,1059.4000244140625,1052.5,1104.5999755859375,1040.5,02:19:00,,,Crossed Below Low,1091.0999755859375
2024-05-21,Tuesday,20:50:00,Below Low,1059.0,1062.300048828125,1059.5999755859375,1070.9000244140625,1039.5999755859375,08:32:00,Crossed Above High,1060.5999755859375,,
2024-05-21,Tuesday,20:50:00,Below Low,1059.0,1062.300048828125,1059.5999755859375,1070.9000244140625,1039.5999755859375,21:17:00,Crossed Above High,1062.4000244140625,,
2024-05-22,Wednesday,20:41:00,Below Low,1043.699951171875,1047.300048828125,1043.9000244140625,1067.5,1035.800048828125,,,,,
2024-05-23,Thursday,21:23:00,Above High,1030.0999755859375,1029.5,1024.5,1053.0,1024.5,08:56:00,Crossed Above High,1047.300048828125,,
2024-05-26,Sunday,20:55:00,Above High,1040.4000244140625,1040.300048828125,1038.199951171875,1050.800048828125,1038.0999755859375,,,,,
2024-05-27,Monday,20:47:00,Below Low,1063.4000244140625,1066.300048828125,1064.199951171875,1067.699951171875,1047.4000244140625,22:10:00,Crossed Above High,1066.5999755859375,,
2024-05-28,Tuesday,20:35:00,Below Low,1067.199951171875,1071.699951171875,1067.300048828125,1075.9000244140625,1052.199951171875,,,,,
2024-05-29,Wednesday,21:12:00,Above High,1047.199951171875,1047.0999755859375,1042.699951171875,1071.4000244140625,1034.0999755859375,21:42:00,,,Crossed Below Low,1042.0
2024-05-30,Thursday,20:48:00,Below Low,1032.300048828125,1035.699951171875,1032.699951171875,1049.699951171875,1028.199951171875,22:16:00,Crossed Above High,1038.0,,
2024-06-02,Sunday,20:31:00,Above High,1049.0,1048.9000244140625,1044.699951171875,1055.800048828125,1045.199951171875,,,,,
2024-06-03,Monday,21:13:00,Below Low,1024.5,1028.9000244140625,1024.800048828125,1047.4000244140625,1020.5999755859376,01:32:00,,,Crossed Below Low,1044.5999755859375
2024-06-04,Tuesday,20:32:00,Below Low,995.5,999.7000122070312,995.9000244140624,1029.9000244140625,992.5,02:15:00,Crossed Above High,1029.0999755859375,,
2024-06-05,Wednesday,20:36:00,Below Low,1001.5999755859376,1004.5,1001.9000244140624,1009.7000122070312,988.7999877929688,04:01:00,Crossed Above High,1000.0,,
2024-06-05,Wednesday,20:36:00,Below Low,1001.5999755859376,1004.5,1001.9000244140624,1009.7000122070312,988.7999877929688,21:17:00,Crossed Above High,1004.5999755859376,,
2024-06-06,Thursday,20:35:00,Above High,1014.5,1014.2999877929688,1012.5,1016.0,997.2000122070312,21:12:00,,,Crossed Below Low,1011.7000122070312
2024-06-09,Sunday,20:35:00,Below Low,972.5999755859376,975.7999877929688,973.0,978.2999877929688,972.5999755859376,21:18:00,Crossed Above High,976.0,,
2024-06-10,Monday,20:34:00,Below Low,972.9000244140624,976.4000244140624,973.0999755859376,981.7000122070312,965.0,,,,,
2024-06-11,Tuesday,20:35:00,Below Low,959.4000244140624,962.2000122070312,959.5999755859376,967.5999755859376,954.0,21:26:00,Crossed Above High,962.4000244140624,,
2024-06-12,Wednesday,20:31:00,Above High,960.7000122070312,960.5999755859376,957.0999755859376,978.2999877929688,951.0,21:08:00,,,Crossed Below Low,956.2999877929688
2024-06-13,Thursday,20:37:00,Above High,954.7000122070312,954.5999755859376,952.4000244140624,962.9000244140624,945.7000122070312,,,,,
2024-06-16,Sunday,20:44:00,Above High,966.5999755859376,966.5,959.2000122070312,966.7000122070312,959.0999755859376,,,,,
2024-06-17,Monday,20:33:00,Above High,979.4000244140624,979.2999877929688,974.2000122070312,982.0,949.2999877929688,00:24:00,,,Crossed Below Low,959.2000122070312
