Date,Day of the Week,First Candle Close Outside of Range,First Candle Close Condition,First Candle Close Price,19:30-20:30 High,19:30-20:30 Low,20:30-16:00 High,20:30-16:00 Low,Break of Range Closing Time,Break of High Range,Break of High Range Cross Price,Break of Low Range,Break of Low Range Cross Price
2024-03-11,Monday,20:31:00,Below Low,78.0199966430664,78.12999725341797,78.04000091552734,78.47000122070312,76.79000091552734,21:44:00,Crossed Above High,78.1500015258789,,
2024-03-12,Tuesday,20:53:00,Below Low,77.91000366210938,78.04000091552734,77.91999816894531,78.7300033569336,77.33999633789062,21:10:00,Crossed Above High,78.04000091552734,,
2024-03-13,Wednesday,20:45:00,Above High,79.7699966430664,79.75,79.66000366210938,79.93000030517578,77.56999969482422,,,,,
2024-03-14,Thursday,20:59:00,Above High,81.12999725341797,81.11000061035156,80.91000366210938,81.62000274658203,79.63999938964844,02:09:00,,,Crossed Below Low,79.66000366210938
2024-03-17,Sunday,20:38:00,Above High,81.16999816894531,81.16000366210938,81.01000213623047,81.41999816894531,81.01000213623047,,,,,
2024-03-18,Monday,20:56:00,Below Low,82.69999694824219,82.80000305175781,82.72000122070312,83.08999633789062,81.12999725341797,,,,,
2024-03-19,Tuesday,21:07:00,Above High,83.16000366210938,83.12000274658203,83.12000274658203,83.8499984741211,82.38999938964844,04:56:00,Crossed Above High,82.80999755859375,,
2024-03-19,Tuesday,21:07:00,Above High,83.16000366210938,83.12000274658203,83.12000274658203,83.8499984741211,82.38999938964844,22:18:00,,,Crossed Below Low,83.11000061035156
2024-03-20,Wednesday,,,,,,,,,,,,
2024-03-21,Thursday,21:04:00,Below Low,80.79000091552734,80.95999908447266,80.81999969482422,81.91999816894531,80.30000305175781,,,,,
2024-03-24,Sunday,21:00:00,Above High,81.04000091552734,80.97000122070312,80.83999633789062,81.27999877929688,80.88999938964844,,,,,
2024-03-25,Monday,21:00:00,Above High,82.16999816894531,82.16000366210938,81.98999786376953,82.4800033569336,80.72000122070312,04:28:00,,,Crossed Below Low,80.83999633789062
2024-03-25,Monday,21:00:00,Above High,82.16999816894531,82.16000366210938,81.98999786376953,82.4800033569336,80.72000122070312,22:55:00,,,Crossed Below Low,81.98999786376953
2024-03-26,Tuesday,21:01:00,Below Low,81.12999725341797,81.31999969482422,81.1500015258789,82.36000061035156,80.80999755859375,,,,,
