Date,Day of the Week,First Candle Close Outside of Range,First Candle Close Condition,First Candle Close Price,19:30-20:30 High,19:30-20:30 Low,20:30-16:00 High,20:30-16:00 Low,Break of Range Closing Time,Break of Low Range,Break of Low Range Cross Price,Break of High Range,Break of High Range Cross Price
2024-03-11,Monday,20:37:00,Above High,2100.300048828125,2100.10009765625,2097.89990234375,2114.10009765625,2070.5,20:45:00,Crossed Below Low,2097.800048828125,,
2024-03-12,Tuesday,20:41:00,Below Low,2086.300048828125,2089.39990234375,2087.199951171875,2109.300048828125,2073.199951171875,,,,,
2024-03-13,Wednesday,23:39:00,Below Low,2096.0,2099.39990234375,2096.10009765625,2106.0,2084.39990234375,03:03:00,,,Crossed Above High,2089.39990234375
2024-03-14,Thursday,20:36:00,Above High,2056.699951171875,2056.60009765625,2053.699951171875,2106.199951171875,2040.4000244140625,02:57:00,,,Crossed Above High,2099.39990234375
2024-03-17,Sunday,21:36:00,Above High,2063.800048828125,2063.60009765625,2060.5,2065.89990234375,2061.10009765625,,,,,
2024-03-18,Monday,20:46:00,Below Low,2047.5,2049.199951171875,2047.9000244140625,2076.39990234375,2044.5,09:39:00,Crossed Below Low,2057.39990234375,,
2024-03-18,Monday,20:46:00,Below Low,2047.5,2049.199951171875,2047.9000244140625,2076.39990234375,2044.5,23:40:00,,,Crossed Above High,2050.0
2024-03-19,Tuesday,21:13:00,Below Low,2056.5,2059.199951171875,2056.699951171875,2065.699951171875,2032.5,,,,,
2024-03-20,Wednesday,20:35:00,Below Low,2105.300048828125,2110.39990234375,2105.5,2112.39990234375,2047.800048828125,10:26:00,,,Crossed Above High,2059.5
2024-03-20,Wednesday,20:35:00,Below Low,2105.300048828125,2110.39990234375,2105.5,2112.39990234375,2047.800048828125,23:10:00,,,Crossed Above High,2110.800048828125
2024-03-21,Thursday,20:36:00,Above High,2129.39990234375,2129.300048828125,2127.300048828125,2132.699951171875,2104.89990234375,21:55:00,Crossed Below Low,2127.300048828125,,
2024-03-24,Sunday,20:45:00,Below Low,2093.5,2096.60009765625,2093.699951171875,2096.39990234375,2093.199951171875,,,,,
2024-03-25,Monday,20:31:00,Above High,2105.0,2104.89990234375,2102.699951171875,2111.89990234375,2089.199951171875,09:13:00,,,Crossed Above High,2097.10009765625
2024-03-25,Monday,20:31:00,Above High,2105.0,2104.89990234375,2102.699951171875,2111.89990234375,2089.199951171875,23:43:00,Crossed Below Low,2102.699951171875,,
2024-03-26,Tuesday,20:35:00,Above High,2098.800048828125,2098.60009765625,2097.10009765625,2118.199951171875,2091.5,,,,,
2024-03-27,Wednesday,21:44:00,Below Low,2133.800048828125,2138.10009765625,2133.89990234375,2139.5,2099.60009765625,,,,,
2024-03-28,Thursday,,,,,,,,06:30:00,,,Crossed Above High,2138.300048828125
2024-03-31,Sunday,21:33:00,Below Low,2162.300048828125,2166.10009765625,2162.39990234375,2164.10009765625,2159.89990234375,,,,,
2024-04-01,Monday,21:30:00,Above High,2125.199951171875,2125.10009765625,2122.10009765625,2164.699951171875,2119.5,,,,,
2024-04-02,Tuesday,,,,,,,,00:23:00,Crossed Below Low,2122.10009765625,,
2024-04-03,Wednesday,20:59:00,Below Low,2100.300048828125,2107.5,2100.60009765625,2102.699951171875,2069.89990234375,,,,,
2024-04-04,Thursday,20:36:00,Below Low,2076.300048828125,2079.39990234375,2076.5,2123.699951171875,2068.89990234375,04:30:00,,,Crossed Above High,2107.800048828125
2024-04-07,Sunday,20:31:00,Below Low,2079.10009765625,2090.39990234375,2079.60009765625,2082.89990234375,2075.60009765625,,,,,
2024-04-08,Monday,20:47:00,Below Low,2091.10009765625,2092.89990234375,2091.199951171875,2101.60009765625,2074.10009765625,08:17:00,,,Crossed Above High,2090.89990234375
2024-04-09,Tuesday,20:31:00,Above High,2104.0,2103.699951171875,2101.800048828125,2106.699951171875,2081.10009765625,01:09:00,,,Crossed Above High,2093.0
2024-04-09,Tuesday,20:31:00,Above High,2104.0,2103.699951171875,2101.800048828125,2106.699951171875,2081.10009765625,21:30:00,Crossed Below Low,2101.5,,
2024-04-10,Wednesday,21:50:00,Above High,2042.5999755859375,2041.5,2036.9000244140625,2114.0,2027.9000244140625,,,,,
2024-04-11,Thursday,20:45:00,Above High,2057.89990234375,2057.800048828125,2054.60009765625,2063.699951171875,2017.0,04:49:00,Crossed Below Low,2036.5999755859375,,
2024-04-14,Sunday,,,,,,,,,,,,
2024-04-15,Monday,21:08:00,Below Low,1987.4000244140625,1991.800048828125,1988.0,2035.800048828125,1981.0,,,,,
2024-04-16,Tuesday,20:31:00,Below Low,1985.5999755859375,1990.5999755859375,1986.0,1994.699951171875,1965.300048828125,14:09:00,,,Crossed Above High,1993.5
2024-04-16,Tuesday,20:31:00,Below Low,1985.5999755859375,1990.5999755859375,1986.0,1994.699951171875,1965.300048828125,22:33:00,,,Crossed Above High,1990.699951171875
2024-04-17,Wednesday,20:53:00,Below Low,1963.5999755859375,1965.5999755859375,1964.0,2000.9000244140625,1959.4000244140625,21:01:00,,,Crossed Above High,1965.800048828125
2024-04-18,Thursday,20:52:00,Below Low,1948.4000244140625,1956.5,1948.699951171875,1987.4000244140625,1915.800048828125,,,,,
2024-04-21,Sunday,20:39:00,Below Low,1967.9000244140625,1973.5,1968.9000244140625,1971.9000244140625,1965.699951171875,,,,,
2024-04-22,Monday,20:48:00,Above High,1985.0999755859375,1984.800048828125,1982.0999755859375,1993.199951171875,1958.699951171875,02:18:00,,,Crossed Above High,1973.800048828125
2024-04-22,Monday,20:48:00,Above High,1985.0999755859375,1984.800048828125,1982.0999755859375,1993.199951171875,1958.699951171875,21:39:00,Crossed Below Low,1982.0999755859375,,
2024-04-23,Tuesday,23:07:00,Above High,2018.699951171875,2018.5999755859375,2015.4000244140625,2023.9000244140625,1973.9000244140625,,,,,
2024-04-24,Wednesday,20:32:00,Above High,2009.800048828125,2009.5999755859375,2005.0999755859375,2019.0999755859375,1994.0,02:25:00,Crossed Below Low,2015.4000244140625,,
2024-04-25,Thursday,20:33:00,Above High,1988.199951171875,1988.0999755859375,1984.9000244140625,2023.5,1965.699951171875,08:30:00,Crossed Below Low,2003.9000244140625,,
2024-04-25,Thursday,20:33:00,Above High,1988.199951171875,1988.0999755859375,1984.9000244140625,2023.5,1965.699951171875,21:10:00,Crossed Below Low,1984.9000244140625,,
2024-04-28,Sunday,,,,,,,,,,,,
2024-04-29,Monday,20:59:00,Below Low,2022.4000244140625,2024.5,2022.699951171875,2032.9000244140625,2015.0999755859375,,,,,
2024-04-30,Tuesday,21:26:00,Above High,1983.9000244140625,1983.699951171875,1980.199951171875,2026.0999755859375,1981.0999755859375,03:42:00,,,Crossed Above High,2024.5
2024-05-01,Wednesday,20:50:00,Above High,2004.699951171875,2004.5,1999.800048828125,2031.300048828125,1972.0999755859375,03:45:00,Crossed Below Low,1979.800048828125,,
2024-05-02,Thursday,20:36:00,Above High,2026.300048828125,2026.199951171875,2023.0,2028.699951171875,1991.699951171875,09:49:00,Crossed Below Low,1999.699951171875,,
2024-05-02,Thursday,20:36:00,Above High,2026.300048828125,2026.199951171875,2023.0,2028.699951171875,1991.699951171875,22:24:00,Crossed Below Low,2022.800048828125,,
2024-05-05,Sunday,23:44:00,Above High,2053.0,2052.89990234375,2047.5,2053.0,2047.9000244140625,,,,,
2024-05-06,Monday,23:22:00,Above High,2073.5,2073.300048828125,2071.39990234375,2075.5,2051.199951171875,,,,,
2024-05-07,Tuesday,22:07:00,Below Low,2072.0,2074.39990234375,2072.199951171875,2088.800048828125,2069.199951171875,03:28:00,Crossed Below Low,2071.39990234375,,
