Date,Day of the Week,First Candle Close Outside of Range,First Candle Close Condition,First Candle Close Price,19:30-20:30 High,19:30-20:30 Low,20:30-16:00 High,20:30-16:00 Low,Break of Range Closing Time,Break of High Range,Break of High Range Cross Price,Break of Low Range,Break of Low Range Cross Price
2024-03-11,Monday,,,,,,,,,,,,
2024-03-12,Tuesday,22:30:00,Below Low,18209.0,18238.0,18210.0,18241.75,17930.0,,,,,
2024-03-13,Wednesday,21:45:00,Above High,18129.0,18126.25,18105.0,18256.5,18033.25,03:00:00,Crossed Above High,18246.75,,
2024-03-14,Thursday,20:45:00,Above High,18013.5,18010.5,17977.5,18177.75,17915.5,09:45:00,,,Crossed Below Low,17993.75
2024-03-17,Sunday,20:45:00,Above High,18089.75,18088.5,18063.5,18127.0,18071.75,,,,,
2024-03-18,Monday,20:45:00,Below Low,18164.0,18196.25,18175.75,18381.0,18122.5,23:00:00,Crossed Above High,18197.25,,
2024-03-19,Tuesday,21:00:00,Below Low,18244.5,18281.25,18246.75,18289.25,18053.25,,,,,
2024-03-20,Wednesday,20:45:00,Below Low,18561.0,18584.75,18563.0,18596.5,18234.0,06:30:00,Crossed Above High,18286.0,,
2024-03-20,Wednesday,20:45:00,Below Low,18561.0,18584.75,18563.0,18596.5,18234.0,22:30:00,Crossed Above High,18589.75,,
2024-03-21,Thursday,21:30:00,Below Low,18577.75,18595.0,18581.25,18709.0,18532.25,,,,,
2024-03-24,Sunday,22:30:00,Below Low,18569.0,18597.5,18571.75,18601.25,18565.75,,,,,
2024-03-25,Monday,21:00:00,Above High,18553.5,18548.0,18532.25,18576.25,18414.75,23:30:00,,,Crossed Below Low,18520.25
2024-03-26,Tuesday,22:15:00,Above High,18495.0,18493.25,18483.0,18619.0,18439.25,,,,,
2024-03-27,Wednesday,,,,,,,,03:15:00,,,Crossed Below Low,18482.5
2024-03-28,Thursday,,,,,,,,,,,,
2024-03-31,Sunday,21:30:00,Below Low,18586.5,18612.0,18590.0,18604.0,18563.25,,,,,
2024-04-01,Monday,22:45:00,Above High,18487.0,18481.0,18458.0,18607.0,18414.5,,,,,
2024-04-02,Tuesday,21:45:00,Below Low,18293.75,18333.25,18300.5,18511.0,18201.5,03:15:00,,,Crossed Below Low,18452.0
2024-04-03,Wednesday,,,,,,,,10:00:00,Crossed Above High,18370.25,,
2024-04-04,Thursday,23:45:00,Above High,18110.75,18110.0,18053.5,18568.0,18053.5,,,,,
2024-04-07,Sunday,21:30:00,Above High,18332.0,18325.5,18283.75,18333.5,18270.25,,,,,
2024-04-08,Monday,21:45:00,Below Low,18287.5,18313.75,18291.75,18376.0,18237.5,04:15:00,,,Crossed Below Low,18273.25
2024-04-09,Tuesday,,,,,,,,00:45:00,Crossed Above High,18314.25,,
2024-04-10,Wednesday,21:45:00,Above High,18178.25,18176.75,18147.75,18474.25,18053.5,,,,,
2024-04-11,Thursday,,,,,,,,07:15:00,,,Crossed Below Low,18146.0
2024-04-14,Sunday,,,,,,,,,,,,
2024-04-15,Monday,22:15:00,Below Low,17821.75,17893.75,17863.25,18350.75,17795.75,,,,,
2024-04-16,Tuesday,,,,,,,,07:45:00,Crossed Above High,17908.25,,
2024-04-17,Wednesday,21:45:00,Above High,17704.5,17700.5,17678.5,17968.5,17620.25,,,,,
2024-04-18,Thursday,20:45:00,Below Low,17437.5,17517.25,17437.75,17770.75,17181.75,09:15:00,,,Crossed Below Low,17673.0
2024-04-21,Sunday,,,,,,,,,,,,
2024-04-22,Monday,21:30:00,Below Low,17315.75,17338.5,17316.0,17448.0,17148.5,,,,,
2024-04-23,Tuesday,21:15:00,Above High,17720.0,17718.75,17681.25,17745.25,17317.5,00:00:00,Crossed Above High,17341.0,,
2024-04-24,Wednesday,20:45:00,Above High,17488.5,17484.5,17447.25,17795.5,17456.25,11:00:00,,,Crossed Below Low,17657.75
2024-04-25,Thursday,21:30:00,Above High,17775.25,17767.5,17742.25,17818.25,17308.25,01:00:00,,,Crossed Below Low,17434.75
2024-04-28,Sunday,21:30:00,Above High,17896.0,17895.0,17862.5,17912.75,17877.5,,,,,
2024-04-29,Monday,21:15:00,Above High,17914.25,17913.75,17897.25,17949.0,17791.25,09:30:00,,,Crossed Below Low,17845.75
2024-04-30,Tuesday,22:30:00,Above High,17517.5,17517.0,17481.25,17911.5,17499.0,01:15:00,,,Crossed Below Low,17891.75
2024-05-01,Wednesday,21:00:00,Above High,17540.5,17540.0,17498.5,17793.25,17399.25,02:30:00,,,Crossed Below Low,17476.0
2024-05-02,Thursday,21:15:00,Above High,17775.25,17763.5,17737.5,17787.0,17386.5,10:00:00,,,Crossed Below Low,17445.25
2024-05-05,Sunday,,,,,,,,,,,,
2024-05-06,Monday,,,,,,,,,,,,
2024-05-07,Tuesday,23:15:00,Below Low,18196.0,18212.25,18196.5,18266.25,18151.0,,,,,
2024-05-08,Wednesday,21:45:00,Above High,18174.25,18171.0,18153.25,18242.25,18072.5,10:30:00,Crossed Above High,18218.75,,
2024-05-09,Thursday,21:45:00,Below Low,18218.25,18244.75,18223.25,18240.25,18103.75,00:45:00,,,Crossed Below Low,18149.5
2024-05-12,Sunday,20:45:00,Above High,18258.25,18254.5,18238.0,18279.25,18242.0,,,,,
2024-05-13,Monday,20:45:00,Below Low,18277.75,18289.75,18278.5,18336.25,18235.0,,,,,
2024-05-14,Tuesday,22:30:00,Above High,18431.5,18426.25,18399.75,18438.25,18165.5,02:30:00,Crossed Above High,18290.0,,
2024-05-15,Wednesday,,,,,,,,03:30:00,,,Crossed Below Low,18394.25
2024-05-16,Thursday,21:00:00,Above High,18657.5,18656.75,18645.25,18760.75,18635.75,,,,,
2024-05-19,Sunday,22:30:00,Above High,18673.5,18672.75,18658.5,18679.25,18659.5,,,,,
2024-05-20,Monday,21:45:00,Below Low,18743.5,18759.5,18745.5,18794.5,18635.25,04:30:00,,,Crossed Below Low,18656.0
2024-05-21,Tuesday,22:00:00,Above High,18817.75,18817.0,18808.0,18824.0,18678.0,12:00:00,Crossed Above High,18763.25,,
2024-05-22,Wednesday,21:15:00,Above High,18884.25,18877.0,18862.0,18965.75,18684.25,02:00:00,,,Crossed Below Low,18803.5
2024-05-23,Thursday,21:00:00,Above High,18720.75,18719.5,18694.0,19023.25,18621.5,09:45:00,,,Crossed Below Low,18851.75
2024-05-26,Sunday,21:45:00,Above High,18852.25,18850.25,18833.5,18856.75,18836.75,,,,,
2024-05-27,Monday,23:00:00,Above High,18920.5,18917.0,18885.0,18956.0,18848.25,,,,,
2024-05-28,Tuesday,22:30:00,Below Low,18900.5,18947.75,18902.75,18980.5,18819.5,09:30:00,,,Crossed Below Low,18872.5
2024-05-29,Wednesday,22:30:00,Below Low,18692.0,18732.0,18705.0,18900.5,18676.75,,,,,
