Date,Day of the Week,First Candle Close Outside of Range,First Candle Close Condition,First Candle Close Price,19:30-20:30 High,19:30-20:30 Low,20:30-16:00 High,20:30-16:00 Low,Break of Range Closing Time,Break of High Range,Break of High Range Cross Price,Break of Low Range,Break of Low Range Cross Price
2024-03-10,Sunday,22:45:00,Below Low,38723.0,38774.0,38726.0,38783.0,38697.0,,,,,
2024-03-11,Monday,,,,,,,,04:00:00,Crossed Above High,39106.0,,
2024-03-12,Tuesday,21:00:00,Below Low,39453.0,39488.0,39457.0,39543.0,39093.0,,,,,
2024-03-13,Wednesday,,,,,,,,03:00:00,Crossed Above High,39491.0,,
2024-03-14,Thursday,21:30:00,Above High,39339.0,39338.0,39295.0,39698.0,39138.0,,,,,
2024-03-17,Sunday,21:00:00,Above High,39135.0,39133.0,39099.0,39174.0,39111.0,,,,,
2024-03-18,Monday,20:45:00,Below Low,39200.0,39230.0,39208.0,39337.0,39089.0,,,,,
2024-03-19,Tuesday,21:30:00,Below Low,39522.0,39547.0,39525.0,39555.0,39116.0,04:30:00,Crossed Above High,39230.0,,
2024-03-20,Wednesday,22:15:00,Above High,40032.0,40027.0,40001.0,40057.0,39426.0,03:00:00,Crossed Above High,39554.0,,
2024-03-21,Thursday,21:30:00,Below Low,40234.0,40257.0,40237.0,40315.0,40009.0,,,,,
2024-03-24,Sunday,21:00:00,Below Low,39823.0,39847.0,39826.0,39844.0,39796.0,,,,,
2024-03-25,Monday,20:45:00,Above High,39747.0,39743.0,39708.0,39853.0,39681.0,04:00:00,Crossed Above High,39853.0,,
2024-03-26,Tuesday,21:00:00,Above High,39780.0,39777.0,39756.0,39822.0,39657.0,15:30:00,,,Crossed Below Low,39695.0
2024-03-27,Wednesday,,,,,,,,,,,,
2024-03-28,Thursday,,,,,,,,,,,,
2024-03-31,Sunday,21:30:00,Below Low,40292.0,40358.0,40302.0,40321.0,40284.0,,,,,
2024-04-01,Monday,21:15:00,Above High,39784.0,39783.0,39741.0,40328.0,39760.0,,,,,
2024-04-02,Tuesday,,,,,,,,06:00:00,,,Crossed Below Low,39737.0
2024-04-03,Wednesday,,,,,,,,,,,,
2024-04-04,Thursday,,,,,,,,,,,,
2024-04-07,Sunday,23:15:00,Below Low,39200.0,39299.0,39215.0,39267.0,39179.0,,,,,
2024-04-08,Monday,21:15:00,Below Low,39210.0,39238.0,39213.0,39331.0,39116.0,,,,,
2024-04-09,Tuesday,21:30:00,Below Low,39209.0,39239.0,39212.0,39307.0,38873.0,07:45:00,Crossed Above High,39243.0,,
2024-04-10,Wednesday,22:00:00,Above High,38726.0,38718.0,38660.0,39341.0,38591.0,03:15:00,Crossed Above High,39248.0,,
2024-04-11,Thursday,23:15:00,Above High,38781.0,38777.0,38741.0,38880.0,38472.0,04:45:00,,,Crossed Below Low,38657.0
2024-04-14,Sunday,,,,,,,,,,,,
2024-04-15,Monday,21:00:00,Below Low,37942.0,38021.0,37978.0,38638.0,37838.0,,,,,
2024-04-16,Tuesday,,,,,,,,06:00:00,Crossed Above High,38051.0,,
2024-04-17,Wednesday,21:45:00,Above High,38024.0,38016.0,37984.0,38257.0,37841.0,,,,,
