Date,Day of the Week,First Candle Close Outside of Range,First Candle Close Condition,First Candle Close Price,19:30-20:30 High,19:30-20:30 Low,20:30-16:00 High,20:30-16:00 Low,Break of Range Closing Time,Break of High Range,Break of High Range Cross Price,Break of Low Range,Break of Low Range Cross Price
2024-03-10,Sunday,22:45:00,Below Low,18010.5,18048.0,18010.75,18055.5,17990.5,,,,,
2024-03-11,Monday,,,,,,,,,,,,
2024-03-12,Tuesday,21:30:00,Below Low,18457.5,18486.75,18458.25,18491.0,17930.0,,,,,
2024-03-13,Wednesday,21:45:00,Above High,18379.25,18377.5,18353.5,18504.25,18281.5,03:00:00,Crossed Above High,18496.5,,
2024-03-14,Thursday,20:45:00,Above High,18261.25,18259.25,18223.75,18428.25,18161.25,09:45:00,,,Crossed Below Low,18238.25
2024-03-17,Sunday,20:45:00,Above High,18089.5,18088.75,18063.75,18127.0,18071.75,,,,,
2024-03-18,Monday,20:45:00,Below Low,18163.5,18196.5,18176.0,18380.75,18122.75,23:00:00,Crossed Above High,18196.5,,
2024-03-19,Tuesday,21:00:00,Below Low,18244.75,18281.5,18246.75,18289.5,18053.25,,,,,
2024-03-20,Wednesday,20:45:00,Below Low,18561.0,18585.25,18563.0,18596.75,18234.0,06:30:00,Crossed Above High,18285.75,,
2024-03-20,Wednesday,20:45:00,Below Low,18561.0,18585.25,18563.0,18596.75,18234.0,22:30:00,Crossed Above High,18589.75,,
2024-03-21,Thursday,21:30:00,Below Low,18578.0,18595.5,18581.5,18708.5,18532.0,,,,,
2024-03-24,Sunday,22:30:00,Below Low,18568.75,18598.0,18571.25,18601.25,18565.5,,,,,
2024-03-25,Monday,21:00:00,Above High,18553.5,18548.0,18532.25,18576.25,18415.0,23:30:00,,,Crossed Below Low,18520.25
2024-03-26,Tuesday,21:45:00,Above High,18493.25,18493.0,18483.0,18618.75,18439.25,,,,,
2024-03-27,Wednesday,,,,,,,,03:15:00,,,Crossed Below Low,18482.5
2024-03-28,Thursday,,,,,,,,,,,,
2024-03-31,Sunday,21:30:00,Below Low,18586.5,18611.75,18589.75,18603.75,18563.25,,,,,
2024-04-01,Monday,22:45:00,Above High,18487.0,18481.25,18458.0,18607.25,18414.5,,,,,
2024-04-02,Tuesday,21:45:00,Below Low,18293.5,18333.25,18300.5,18514.0,18201.0,03:15:00,,,Crossed Below Low,18451.5
2024-04-03,Wednesday,,,,,,,,10:00:00,Crossed Above High,18370.25,,
2024-04-04,Thursday,,,,,,,,,,,,
2024-04-07,Sunday,21:30:00,Above High,18331.75,18325.25,18283.75,18334.0,18270.5,,,,,
2024-04-08,Monday,21:45:00,Below Low,18287.25,18313.75,18291.75,18377.5,18237.75,04:15:00,,,Crossed Below Low,18273.25
2024-04-09,Tuesday,,,,,,,,00:45:00,Crossed Above High,18314.0,,
2024-04-10,Wednesday,21:45:00,Above High,18178.5,18176.25,18148.0,18470.0,18054.0,,,,,
2024-04-11,Thursday,,,,,,,,07:15:00,,,Crossed Below Low,18145.75
2024-04-14,Sunday,,,,,,,,,,,,
2024-04-15,Monday,22:15:00,Below Low,17821.25,17894.0,17863.0,18351.0,17795.5,,,,,
2024-04-16,Tuesday,,,,,,,,07:45:00,Crossed Above High,17907.75,,
2024-04-17,Wednesday,21:00:00,Above High,17700.5,17700.25,17678.75,17968.25,17616.0,,,,,
2024-04-18,Thursday,20:45:00,Below Low,17437.0,17517.25,17437.5,17771.0,17180.25,09:15:00,,,Crossed Below Low,17673.25
2024-04-21,Sunday,,,,,,,,,,,,
2024-04-22,Monday,21:45:00,Below Low,17305.75,17338.0,17316.0,17448.0,17148.75,,,,,
2024-04-23,Tuesday,21:15:00,Above High,17720.5,17719.25,17681.25,17745.5,17317.5,00:00:00,Crossed Above High,17341.0,,
2024-04-24,Wednesday,20:45:00,Above High,17488.75,17484.5,17447.0,17795.75,17456.0,11:00:00,,,Crossed Below Low,17658.0
2024-04-25,Thursday,21:30:00,Above High,17775.75,17767.25,17742.0,17819.0,17308.0,01:00:00,,,Crossed Below Low,17434.75
2024-04-28,Sunday,21:30:00,Above High,17895.75,17894.75,17862.5,17913.0,17877.5,,,,,
2024-04-29,Monday,21:15:00,Above High,17914.5,17914.0,17897.0,17949.0,17791.25,09:30:00,,,Crossed Below Low,17845.75
2024-04-30,Tuesday,22:30:00,Above High,17517.5,17517.25,17480.75,17911.5,17498.75,01:15:00,,,Crossed Below Low,17891.75
2024-05-01,Wednesday,22:00:00,Above High,17546.75,17540.5,17498.5,17791.75,17399.0,02:30:00,,,Crossed Below Low,17475.75
2024-05-02,Thursday,21:15:00,Above High,17775.0,17764.25,17737.25,17786.75,17386.0,10:00:00,,,Crossed Below Low,17445.25
2024-05-05,Sunday,,,,,,,,,,,,
2024-05-06,Monday,,,,,,,,,,,,
2024-05-07,Tuesday,23:45:00,Below Low,18195.5,18212.5,18196.5,18267.75,18150.75,,,,,
2024-05-08,Wednesday,21:45:00,Above High,18173.75,18170.0,18153.25,18242.25,18072.5,10:30:00,Crossed Above High,18218.0,,
2024-05-09,Thursday,21:45:00,Below Low,18218.25,18245.5,18223.25,18240.0,18104.25,00:45:00,,,Crossed Below Low,18149.5
2024-05-12,Sunday,20:45:00,Above High,18258.0,18254.5,18238.0,18279.5,18240.75,,,,,
2024-05-13,Monday,20:45:00,Below Low,18277.75,18290.0,18278.5,18336.75,18234.75,,,,,
2024-05-14,Tuesday,22:30:00,Above High,18431.5,18426.0,18399.5,18438.75,18167.5,02:30:00,Crossed Above High,18290.0,,
2024-05-15,Wednesday,,,,,,,,03:30:00,,,Crossed Below Low,18395.0
2024-05-16,Thursday,21:00:00,Above High,18657.5,18657.0,18645.25,18760.75,18636.5,,,,,
2024-05-19,Sunday,22:30:00,Above High,18673.0,18672.75,18658.5,18679.25,18659.5,,,,,
2024-05-20,Monday,21:45:00,Below Low,18743.75,18759.75,18745.75,18794.5,18635.25,04:30:00,,,Crossed Below Low,18655.75
2024-05-21,Tuesday,22:00:00,Above High,18818.25,18817.0,18808.25,18824.0,18678.0,12:00:00,Crossed Above High,18763.0,,
2024-05-22,Wednesday,21:15:00,Above High,18884.0,18877.0,18861.75,18965.75,18684.0,02:00:00,,,Crossed Below Low,18803.25
2024-05-23,Thursday,21:00:00,Above High,18720.5,18719.75,18693.5,19022.5,18621.5,09:45:00,,,Crossed Below Low,18851.75
2024-05-26,Sunday,21:45:00,Above High,18852.5,18850.5,18834.0,18856.5,18836.5,,,,,
2024-05-27,Monday,23:00:00,Above High,18920.5,18917.0,18885.0,18957.25,18848.0,,,,,
2024-05-28,Tuesday,22:30:00,Below Low,18900.5,18947.75,18902.75,18980.5,18819.5,09:30:00,,,Crossed Below Low,18872.25
2024-05-29,Wednesday,22:30:00,Below Low,18692.0,18731.75,18704.0,18900.5,18677.0,,,,,
2024-05-30,Thursday,,,,,,,,04:45:00,Crossed Above High,18735.0,,
2024-06-02,Sunday,22:30:00,Above High,18646.5,18645.0,18580.0,18653.75,18616.25,,,,,
2024-06-03,Monday,23:15:00,Below Low,18646.0,18677.0,18649.0,18755.5,18441.5,12:00:00,,,Crossed Below Low,18520.75
2024-06-04,Tuesday,21:15:00,Below Low,18722.25,18746.0,18726.0,18765.75,18511.25,14:15:00,Crossed Above High,18735.5,,
2024-06-04,Tuesday,21:15:00,Below Low,18722.25,18746.0,18726.0,18765.75,18511.25,22:00:00,Crossed Above High,18760.0,,
2024-06-05,Wednesday,21:45:00,Above High,19100.0,19096.75,19067.75,19111.25,18703.0,,,,,
2024-06-06,Thursday,21:30:00,Above High,19084.0,19080.5,19067.5,19124.25,19017.75,09:45:00,,,Crossed Below Low,19034.0
2024-06-09,Sunday,23:00:00,Above High,19049.25,19040.25,19015.0,19050.75,19018.0,,,,,
2024-06-10,Monday,21:30:00,Above High,19093.0,19089.25,19075.0,19129.75,18973.25,02:15:00,,,Crossed Below Low,19014.75
2024-06-11,Tuesday,,,,,,,,04:45:00,,,Crossed Below Low,19064.5
2024-06-12,Wednesday,23:00:00,Above High,19625.5,19623.75,19593.5,19639.0,19240.25,,,,,
2024-06-13,Thursday,21:45:00,Above High,19627.75,19624.5,19610.5,19690.0,19500.0,05:30:00,,,Crossed Below Low,19593.5
2024-06-16,Sunday,20:45:00,Below Low,19699.75,19718.5,19701.0,19714.0,19684.5,,,,,
2024-06-17,Monday,21:45:00,Below Low,19894.25,20209.25,19900.0,20271.5,19640.5,03:15:00,Crossed Above High,19722.0,,
2024-06-18,Tuesday,,,,,,,,03:30:00,Crossed Above High,20212.25,,
2024-06-19,Wednesday,20:45:00,Above High,20250.5,20248.25,20232.0,20292.0,20213.75,,,,,
2024-06-20,Thursday,20:45:00,Below Low,20035.25,20074.25,20041.75,20371.5,19958.5,10:00:00,,,Crossed Below Low,20153.5
2024-06-23,Sunday,21:00:00,Below Low,19960.75,20024.25,20000.25,20018.75,19917.25,,,,,
2024-06-24,Monday,20:45:00,Below Low,19753.0,19775.75,19758.0,20030.0,19728.0,04:00:00,Crossed Above High,20027.75,,
2024-06-24,Monday,20:45:00,Below Low,19753.0,19775.75,19758.0,20030.0,19728.0,21:45:00,Crossed Above High,19775.75,,
2024-06-25,Tuesday,20:45:00,Above High,19990.25,19985.0,19963.5,20009.0,19725.25,,,,,
2024-06-26,Wednesday,22:00:00,Above High,19931.25,19921.0,19881.0,20069.0,19873.5,08:30:00,,,Crossed Below Low,19950.75
2024-06-27,Thursday,20:45:00,Below Low,20084.0,20103.75,20090.5,20140.75,19911.5,21:30:00,Crossed Above High,20120.25,,
2024-06-30,Sunday,20:45:00,Above High,19982.75,19980.25,19932.0,20005.25,19970.5,,,,,
2024-07-01,Monday,,,,,,,,04:30:00,,,Crossed Below Low,19923.5
2024-07-02,Tuesday,23:15:00,Below Low,20232.75,20252.75,20233.0,20259.5,19909.75,,,,,
2024-07-03,Wednesday,,,,,,,,09:30:00,Crossed Above High,20258.25,,
2024-07-04,Thursday,,,,,,,,,,,,
2024-07-07,Sunday,,,,,,,,,,,,
2024-07-08,Monday,21:45:00,Below Low,20711.25,20748.75,20718.25,20738.75,20583.0,,,,,
2024-07-09,Tuesday,22:45:00,Above High,20710.75,20710.5,20694.75,20771.75,20616.0,09:45:00,Crossed Above High,20749.0,,
2024-07-10,Wednesday,20:45:00,Below Low,20862.5,20884.5,20867.0,20917.5,20696.0,,,,,
2024-07-11,Thursday,,,,,,,,04:00:00,Crossed Above High,20884.5,,
2024-07-14,Sunday,23:15:00,Above High,20578.0,20577.75,20541.5,20581.25,20559.5,,,,,
2024-07-15,Monday,22:00:00,Above High,20649.0,20643.5,20618.75,20796.5,20506.25,,,,,
2024-07-16,Tuesday,21:00:00,Below Low,20555.75,20579.25,20557.5,20684.0,20464.0,03:00:00,,,Crossed Below Low,20566.75
2024-07-17,Wednesday,23:15:00,Below Low,20049.25,20072.0,20053.0,20535.5,19965.75,,,,,
2024-07-18,Thursday,,,,,,,,01:45:00,Crossed Above High,20076.0,,
2024-07-21,Sunday,21:45:00,Below Low,19745.25,19837.25,19766.5,19813.0,19718.75,,,,,
2024-07-22,Monday,23:30:00,Below Low,19922.75,19976.75,19926.75,20044.25,19741.0,05:45:00,Crossed Above High,19846.75,,
