Date,Day of the Week,First Candle Close Outside of Range,First Candle Close Condition,First Candle Close Price,19:30-20:30 High,19:30-20:30 Low,20:30-16:00 High,20:30-16:00 Low,Break of Range Closing Time,Break of High Range,Break of High Range Cross Price,Break of Low Range,Break of Low Range Cross Price
2024-06-06,Thursday,21:00:00,Above High,5365.5,5365.25,5363.0,5373.25,5345.25,05:30:00,,,Crossed Below Low,5363.5
2024-06-09,Sunday,23:00:00,Above High,5358.25,5357.0,5351.75,5359.0,5352.0,,,,,
2024-06-10,Monday,,,,,,,,02:15:00,,,Crossed Below Low,5350.0
2024-06-11,Tuesday,,,,,,,,,,,,
2024-06-12,Wednesday,23:00:00,Above High,5439.25,5438.5,5434.5,5454.5,5385.0,,,,,
2024-06-13,Thursday,21:45:00,Above High,5439.75,5439.0,5436.75,5452.75,5408.5,05:15:00,,,Crossed Below Low,5433.0
2024-06-16,Sunday,21:00:00,Below Low,5433.25,5438.75,5435.75,5438.75,5432.75,,,,,
2024-06-17,Monday,21:00:00,Below Low,5477.0,5485.5,5479.25,5494.0,5424.75,03:00:00,Crossed Above High,5441.75,,
2024-06-18,Tuesday,,,,,,,,09:30:00,Crossed Above High,5486.0,,
2024-06-19,Wednesday,20:45:00,Above High,5497.25,5496.0,5493.25,5501.75,5490.75,,,,,
2024-06-20,Thursday,20:45:00,Below Low,5474.75,5479.5,5475.0,5514.75,5458.5,11:45:00,,,Crossed Below Low,5490.5
2024-06-20,Thursday,20:45:00,Below Low,5474.75,5479.5,5475.0,5514.75,5458.5,23:00:00,Crossed Above High,5479.75,,
2024-06-23,Sunday,21:00:00,Below Low,5527.75,5539.0,5535.5,5538.25,5519.75,,,,,
2024-06-24,Monday,20:45:00,Below Low,5515.75,5519.5,5516.5,5558.5,5510.25,03:30:00,Crossed Above High,5540.0,,
2024-06-24,Monday,20:45:00,Below Low,5515.75,5519.5,5516.5,5558.5,5510.25,22:00:00,Crossed Above High,5519.5,,
2024-06-25,Tuesday,20:45:00,Above High,5538.0,5537.0,5533.0,5542.0,5511.0,,,,,
2024-06-26,Wednesday,22:00:00,Above High,5526.75,5526.0,5518.0,5551.75,5515.75,08:00:00,,,Crossed Below Low,5532.5
2024-06-27,Thursday,20:45:00,Below Low,5552.25,5556.5,5553.25,5563.5,5522.0,21:30:00,Crossed Above High,5558.75,,
2024-06-30,Sunday,20:45:00,Above High,5535.25,5535.0,5526.5,5538.25,5533.0,,,,,
2024-07-01,Monday,22:30:00,Below Low,5520.75,5530.0,5521.0,5541.0,5504.5,04:30:00,,,Crossed Below Low,5525.5
2024-07-02,Tuesday,23:15:00,Below Low,5560.0,5566.5,5561.0,5569.75,5502.75,09:30:00,Crossed Above High,5530.75,,
2024-07-03,Wednesday,,,,,,,,09:30:00,Crossed Above High,5570.25,,
2024-07-04,Thursday,,,,,,,,,,,,
2024-07-07,Sunday,,,,,,,,,,,,
2024-07-08,Monday,21:45:00,Below Low,5634.0,5639.75,5634.75,5638.5,5610.75,,,,,
2024-07-09,Tuesday,21:00:00,Above High,5636.25,5636.0,5633.5,5645.75,5628.25,09:45:00,Crossed Above High,5640.0,,
2024-07-09,Tuesday,21:00:00,Above High,5636.25,5636.0,5633.5,5645.75,5628.25,21:45:00,,,Crossed Below Low,5633.25
2024-07-10,Wednesday,21:00:00,Below Low,5680.0,5684.0,5680.5,5690.5,5630.75,23:30:00,Crossed Above High,5684.25,,
2024-07-11,Thursday,,,,,,,,,,,,
2024-07-14,Sunday,23:15:00,Above High,5675.75,5675.5,5668.75,5676.25,5672.25,,,,,
2024-07-15,Monday,23:15:00,Above High,5694.25,5694.0,5689.5,5718.75,5666.0,,,,,
2024-07-16,Tuesday,23:00:00,Below Low,5709.75,5714.25,5710.5,5721.25,5673.0,02:30:00,,,Crossed Below Low,5687.75
2024-07-17,Wednesday,21:45:00,Above High,5653.5,5653.25,5648.25,5709.5,5631.75,,,,,
2024-07-18,Thursday,,,,,,,,03:15:00,,,Crossed Below Low,5645.5
2024-07-21,Sunday,21:15:00,Below Low,5564.5,5573.0,5564.75,5571.75,5553.5,,,,,
2024-07-22,Monday,23:15:00,Below Low,5599.25,5609.25,5600.25,5616.0,5557.5,04:00:00,Crossed Above High,5573.0,,
2024-07-23,Tuesday,21:15:00,Above High,5582.5,5581.75,5574.75,5629.75,5574.25,06:15:00,Crossed Above High,5611.75,,
2024-07-24,Wednesday,,,,,,,,00:00:00,,,Crossed Below Low,5568.5
2024-07-25,Thursday,21:30:00,Above High,5462.0,5458.75,5449.0,5533.25,5432.5,,,,,
2024-07-28,Sunday,,,,,,,,,,,,
2024-07-29,Monday,21:30:00,Below Low,5484.5,5495.5,5485.75,5534.5,5479.5,,,,,
2024-07-30,Tuesday,20:45:00,Above High,5485.25,5484.5,5475.5,5527.5,5433.0,00:15:00,Crossed Above High,5496.25,,
2024-07-31,Wednesday,20:45:00,Below Low,5582.5,5594.5,5584.75,5593.0,5490.75,,,,,
2024-08-01,Thursday,22:15:00,Below Low,5433.0,5468.0,5449.25,5600.75,5421.0,01:45:00,Crossed Above High,5596.25,,
2024-08-04,Sunday,21:00:00,Below Low,5289.75,5328.75,5298.25,5318.0,5287.25,,,,,
2024-08-05,Monday,20:45:00,Above High,5286.25,5275.5,5257.25,5305.5,5120.0,,,,,
2024-08-06,Tuesday,21:30:00,Above High,5280.5,5268.75,5240.25,5342.0,5221.75,04:00:00,,,Crossed Below Low,5251.25
2024-08-07,Wednesday,21:15:00,Above High,5223.0,5220.5,5182.0,5359.25,5201.75,14:45:00,,,Crossed Below Low,5236.75
2024-08-08,Thursday,,,,,,,,,,,,
2024-08-11,Sunday,22:45:00,Above High,5374.25,5373.0,5362.0,5377.5,5360.0,,,,,
2024-08-12,Monday,22:45:00,Above High,5376.5,5375.75,5367.5,5396.75,5347.75,09:30:00,,,Crossed Below Low,5358.75
2024-08-13,Tuesday,21:30:00,Above High,5462.25,5459.25,5453.5,5462.5,5370.25,22:00:00,,,Crossed Below Low,5453.25
2024-08-14,Wednesday,20:45:00,Above High,5483.25,5482.75,5472.5,5492.0,5438.75,,,,,
2024-08-15,Thursday,,,,,,,,,,,,
