Date,Day of the Week,First Candle Close Outside of Range,First Candle Close Condition,First Candle Close Price,19:30-20:30 High,19:30-20:30 Low,20:30-16:00 High,20:30-16:00 Low,Break of Range Closing Time,Break of Low Range,Break of Low Range Cross Price,Break of High Range,Break of High Range Cross Price
2024-03-11,Monday,20:45:00,Below Low,2186.39990234375,2190.60009765625,2187.300048828125,2192.199951171875,2180.89990234375,,,,,
2024-03-12,Tuesday,,,,,,,,,,,,
2024-03-13,Wednesday,20:45:00,Above High,2180.800048828125,2180.39990234375,2178.300048828125,2185.60009765625,2162.300048828125,21:30:00,Crossed Below Low,2177.89990234375,,
2024-03-14,Thursday,20:45:00,Above High,2166.699951171875,2166.39990234375,2164.39990234375,2176.699951171875,2158.89990234375,,,,,
2024-03-17,Sunday,21:00:00,Below Low,2156.39990234375,2160.199951171875,2157.60009765625,2160.800048828125,2149.300048828125,,,,,
2024-03-18,Monday,21:15:00,Below Low,2163.89990234375,2166.300048828125,2164.0,2167.199951171875,2149.199951171875,06:30:00,,,Crossed Above High,2160.89990234375
2024-03-19,Tuesday,21:15:00,Above High,2162.300048828125,2161.10009765625,2158.199951171875,2165.5,2150.199951171875,,,,,
2024-03-20,Wednesday,21:00:00,Above High,2211.10009765625,2208.199951171875,2194.5,2214.699951171875,2152.300048828125,04:00:00,Crossed Below Low,2157.89990234375,,
2024-03-21,Thursday,21:45:00,Below Low,2175.39990234375,2188.0,2182.800048828125,2214.10009765625,2168.199951171875,09:45:00,Crossed Below Low,2194.10009765625,,
2024-03-24,Sunday,21:15:00,Above High,2173.5,2170.5,2165.199951171875,2179.5,2165.0,,,,,
2024-03-25,Monday,21:15:00,Below Low,2171.800048828125,2175.0,2171.89990234375,2182.5,2164.39990234375,04:30:00,Crossed Below Low,2165.10009765625,,
2024-03-26,Tuesday,21:30:00,Below Low,2173.60009765625,2178.699951171875,2175.39990234375,2200.60009765625,2169.89990234375,04:15:00,,,Crossed Above High,2177.699951171875
2024-03-26,Tuesday,21:30:00,Below Low,2173.60009765625,2178.699951171875,2175.39990234375,2200.60009765625,2169.89990234375,23:00:00,,,Crossed Above High,2179.199951171875
2024-03-27,Wednesday,22:15:00,Above High,2214.5,2212.60009765625,2187.39990234375,2218.300048828125,2174.5,,,,,
2024-03-28,Thursday,,,,,,,,,,,,
2024-03-31,Sunday,21:00:00,Above High,2279.60009765625,2276.800048828125,2260.300048828125,2285.89990234375,2269.60009765625,,,,,
2024-04-01,Monday,22:45:00,Above High,2274.699951171875,2273.89990234375,2268.199951171875,2286.39990234375,2249.10009765625,10:00:00,Crossed Below Low,2257.800048828125,,
2024-04-02,Tuesday,,,,,,,,,,,,
2024-04-03,Wednesday,20:45:00,Above High,2321.89990234375,2321.0,2316.199951171875,2324.800048828125,2285.699951171875,,,,,
2024-04-04,Thursday,21:00:00,Below Low,2296.0,2309.89990234375,2301.5,2325.300048828125,2286.199951171875,01:45:00,Crossed Below Low,2314.89990234375,,
2024-04-07,Sunday,20:45:00,Below Low,2325.10009765625,2332.39990234375,2325.300048828125,2372.5,2321.699951171875,21:15:00,,,Crossed Above High,2332.699951171875
2024-04-08,Monday,21:00:00,Above High,2363.199951171875,2360.5,2356.5,2367.5,2336.800048828125,,,,,
2024-04-09,Tuesday,20:45:00,Below Low,2370.199951171875,2374.300048828125,2370.5,2384.5,2357.0,,,,,
