Date,Day of the Week,First Candle Close Outside of Range,First Candle Close Condition,First Candle Close Price,19:30-20:30 High,19:30-20:30 Low,20:30-16:00 High,20:30-16:00 Low,Break of Range Closing Time,Break of Low Range,Break of Low Range Cross Price,Break of High Range,Break of High Range Cross Price
2024-03-11,Monday,23:30:00,Above High,38842.0,38839.0,38809.0,38846.0,38500.0,,,,,
2024-03-12,Tuesday,21:15:00,Below Low,39004.0,39038.0,39009.0,39094.0,38653.0,04:15:00,Crossed Below Low,38791.0,,
2024-03-13,Wednesday,,,,,,,,03:00:00,,,Crossed Above High,39044.0
2024-03-14,Thursday,21:45:00,Above High,38900.0,38896.0,38867.0,39244.0,38706.0,,,,,
2024-03-17,Sunday,21:00:00,Above High,39136.0,39132.0,39101.0,39175.0,39111.0,,,,,
2024-03-18,Monday,20:45:00,Below Low,39201.0,39230.0,39207.0,39337.0,39089.0,04:15:00,Crossed Below Low,39099.0,,
2024-03-19,Tuesday,21:30:00,Below Low,39521.0,39546.0,39525.0,39556.0,39115.0,03:15:00,,,Crossed Above High,39230.0
2024-03-20,Wednesday,22:15:00,Above High,40032.0,40025.0,40001.0,40054.0,39426.0,03:00:00,,,Crossed Above High,39551.0
2024-03-21,Thursday,21:30:00,Below Low,40235.0,40258.0,40237.0,40316.0,40010.0,,,,,
2024-03-24,Sunday,21:00:00,Below Low,39821.0,39847.0,39827.0,39843.0,39797.0,,,,,
2024-03-25,Monday,20:45:00,Above High,39745.0,39742.0,39708.0,39853.0,39681.0,04:00:00,,,Crossed Above High,39851.0
2024-03-26,Tuesday,21:00:00,Above High,39780.0,39777.0,39756.0,39822.0,39657.0,15:30:00,Crossed Below Low,39696.0,,
2024-03-27,Wednesday,,,,,,,,,,,,
2024-03-28,Thursday,,,,,,,,,,,,
2024-03-31,Sunday,21:30:00,Below Low,40292.0,40358.0,40302.0,40320.0,40284.0,,,,,
2024-04-01,Monday,21:15:00,Above High,39784.0,39783.0,39741.0,40328.0,39761.0,,,,,
2024-04-02,Tuesday,,,,,,,,06:00:00,Crossed Below Low,39737.0,,
2024-04-03,Wednesday,,,,,,,,,,,,
2024-04-04,Thursday,,,,,,,,,,,,
2024-04-07,Sunday,23:15:00,Below Low,39202.0,39298.0,39218.0,39267.0,39180.0,,,,,
2024-04-08,Monday,21:15:00,Below Low,39210.0,39238.0,39213.0,39331.0,39117.0,,,,,
2024-04-09,Tuesday,,,,,,,,07:45:00,,,Crossed Above High,39243.0
2024-04-10,Wednesday,21:45:00,Above High,38718.0,38717.0,38661.0,39345.0,38590.0,,,,,
2024-04-11,Thursday,23:15:00,Above High,38781.0,38778.0,38740.0,38880.0,38473.0,04:45:00,Crossed Below Low,38657.0,,
2024-04-14,Sunday,,,,,,,,,,,,
2024-04-15,Monday,21:00:00,Below Low,37942.0,38022.0,37978.0,38637.0,37838.0,,,,,
2024-04-16,Tuesday,,,,,,,,06:00:00,,,Crossed Above High,38053.0
2024-04-17,Wednesday,21:45:00,Above High,38024.0,38016.0,37984.0,38257.0,37855.0,,,,,
2024-04-18,Thursday,20:45:00,Below Low,37838.0,37985.0,37876.0,38317.0,37463.0,13:30:00,Crossed Below Low,37957.0,,
2024-04-21,Sunday,20:45:00,Below Low,38268.0,38356.0,38273.0,38342.0,38253.0,,,,,
2024-04-22,Monday,21:30:00,Below Low,38466.0,38498.0,38468.0,38681.0,38208.0,02:45:00,,,Crossed Above High,38386.0
2024-04-23,Tuesday,20:45:00,Above High,38754.0,38752.0,38719.0,38793.0,38450.0,03:00:00,,,Crossed Above High,38498.0
2024-04-24,Wednesday,,,,,,,,05:15:00,Crossed Below Low,38719.0,,
2024-04-25,Thursday,21:30:00,Above High,38326.0,38324.0,38288.0,38627.0,37944.0,,,,,
2024-04-28,Sunday,20:45:00,Above High,38543.0,38541.0,38490.0,38567.0,38519.0,,,,,
2024-04-29,Monday,22:30:00,Below Low,38518.0,38546.0,38520.0,38593.0,38393.0,04:45:00,Crossed Below Low,38487.0,,
2024-04-30,Tuesday,21:15:00,Above High,38000.0,37988.0,37954.0,38571.0,37926.0,03:15:00,,,Crossed Above High,38550.0
2024-05-01,Wednesday,20:45:00,Above High,38214.0,38213.0,38139.0,38527.0,37866.0,03:30:00,Crossed Below Low,37952.0,,
2024-05-02,Thursday,,,,,,,,10:00:00,Crossed Below Low,38114.0,,
2024-05-05,Sunday,,,,,,,,,,,,
2024-05-06,Monday,23:15:00,Above High,39013.0,39012.0,38987.0,39028.0,38834.0,,,,,
2024-05-07,Tuesday,22:15:00,Below Low,39011.0,39030.0,39012.0,39127.0,38978.0,,,,,
2024-05-08,Wednesday,22:15:00,Below Low,39179.0,39205.0,39181.0,39236.0,38936.0,03:00:00,,,Crossed Above High,39035.0
2024-05-09,Thursday,21:45:00,Below Low,39568.0,39598.0,39574.0,39595.0,39087.0,09:45:00,,,Crossed Above High,39261.0
2024-05-12,Sunday,23:15:00,Above High,39645.0,39638.0,39617.0,39653.0,39617.0,,,,,
2024-05-13,Monday,20:45:00,Below Low,39554.0,39571.0,39559.0,39780.0,39519.0,12:30:00,Crossed Below Low,39614.0,,
2024-05-14,Tuesday,21:30:00,Above High,39706.0,39703.0,39683.0,39736.0,39405.0,04:30:00,,,Crossed Above High,39577.0
2024-05-15,Wednesday,21:15:00,Above High,40113.0,40108.0,40079.0,40128.0,39652.0,02:30:00,Crossed Below Low,39682.0,,
2024-05-16,Thursday,22:00:00,Below Low,40010.0,40024.0,40011.0,40190.0,39983.0,02:00:00,Crossed Below Low,40072.0,,
2024-05-19,Sunday,21:00:00,Above High,40189.0,40185.0,40159.0,40194.0,40170.0,,,,,
