Date,Day of the Week,First Candle Close Outside of Range,First Candle Close Condition,First Candle Close Price,19:30-20:30 High,19:30-20:30 Low,20:30-16:00 High,20:30-16:00 Low,Break of Range Closing Time,Break of Low Range,Break of Low Range Cross Price,Break of High Range,Break of High Range Cross Price
2024-03-11,Monday,20:45:00,Below Low,2208.0,2211.800048828125,2209.0,2213.10009765625,2202.699951171875,,,,,
2024-03-12,Tuesday,22:45:00,Above High,2187.60009765625,2187.300048828125,2183.0,2209.10009765625,2178.0,,,,,
2024-03-13,Wednesday,20:45:00,Above High,2202.10009765625,2201.5,2200.0,2206.89990234375,2183.89990234375,21:15:00,Crossed Below Low,2200.0,,
2024-03-14,Thursday,20:45:00,Above High,2187.800048828125,2187.300048828125,2186.0,2198.0,2178.60009765625,,,,,
2024-03-17,Sunday,20:45:00,Above High,2182.199951171875,2181.300048828125,2179.5,2182.199951171875,2170.89990234375,21:00:00,Crossed Below Low,2177.699951171875,,
2024-03-18,Monday,21:30:00,Below Low,2183.800048828125,2187.800048828125,2185.800048828125,2188.60009765625,2170.800048828125,,,,,
2024-03-19,Tuesday,21:15:00,Above High,2184.10009765625,2182.5,2179.60009765625,2187.0,2172.0,,,,,
2024-03-20,Wednesday,21:00:00,Above High,2233.0,2229.699951171875,2216.5,2236.39990234375,2173.89990234375,04:00:00,Crossed Below Low,2179.39990234375,,
2024-03-21,Thursday,21:45:00,Below Low,2196.800048828125,2209.800048828125,2204.699951171875,2235.60009765625,2189.89990234375,09:45:00,Crossed Below Low,2215.60009765625,,
2024-03-24,Sunday,21:15:00,Above High,2195.300048828125,2192.0,2186.800048828125,2201.0,2186.89990234375,,,,,
2024-03-25,Monday,21:15:00,Below Low,2193.5,2196.800048828125,2193.60009765625,2204.10009765625,2186.199951171875,04:30:00,Crossed Below Low,2186.800048828125,,
2024-03-26,Tuesday,21:30:00,Below Low,2195.699951171875,2200.89990234375,2197.199951171875,2222.39990234375,2191.699951171875,04:15:00,,,Crossed Above High,2199.5
2024-03-26,Tuesday,21:30:00,Below Low,2195.699951171875,2200.89990234375,2197.199951171875,2222.39990234375,2191.699951171875,23:00:00,,,Crossed Above High,2200.89990234375
2024-03-27,Wednesday,22:15:00,Above High,2214.300048828125,2212.60009765625,2207.5,2218.199951171875,2196.199951171875,,,,,
2024-03-28,Thursday,,,,,,,,,,,,
2024-03-31,Sunday,21:00:00,Above High,2279.699951171875,2276.800048828125,2260.39990234375,2285.89990234375,2269.699951171875,,,,,
2024-04-01,Monday,22:45:00,Above High,2274.800048828125,2274.10009765625,2268.199951171875,2286.5,2249.10009765625,10:00:00,Crossed Below Low,2257.699951171875,,
2024-04-02,Tuesday,,,,,,,,,,,,
2024-04-03,Wednesday,20:45:00,Above High,2321.800048828125,2320.89990234375,2316.10009765625,2324.89990234375,2285.60009765625,,,,,
2024-04-04,Thursday,21:00:00,Below Low,2295.89990234375,2310.0,2301.60009765625,2325.10009765625,2286.300048828125,01:45:00,Crossed Below Low,2314.89990234375,,
2024-04-07,Sunday,20:45:00,Below Low,2325.10009765625,2332.300048828125,2325.39990234375,2372.60009765625,2321.699951171875,21:15:00,,,Crossed Above High,2332.5
2024-04-08,Monday,21:00:00,Above High,2363.0,2360.60009765625,2356.60009765625,2367.39990234375,2337.300048828125,,,,,
2024-04-09,Tuesday,20:45:00,Below Low,2370.199951171875,2374.300048828125,2370.39990234375,2384.39990234375,2357.0,,,,,
2024-04-10,Wednesday,21:00:00,Above High,2355.699951171875,2354.60009765625,2350.699951171875,2378.199951171875,2337.300048828125,00:45:00,,,Crossed Above High,2374.300048828125
2024-04-11,Thursday,20:45:00,Above High,2396.0,2394.800048828125,2392.0,2412.699951171875,2343.199951171875,04:00:00,Crossed Below Low,2349.39990234375,,
2024-04-14,Sunday,20:45:00,Below Low,2369.0,2382.5,2370.800048828125,2381.0,2364.199951171875,,,,,
2024-04-15,Monday,23:15:00,Above High,2405.800048828125,2404.300048828125,2396.39990234375,2405.800048828125,2340.199951171875,13:15:00,,,Crossed Above High,2383.5
2024-04-16,Tuesday,22:15:00,Above High,2401.5,2401.39990234375,2397.10009765625,2414.800048828125,2379.199951171875,02:30:00,Crossed Below Low,2386.300048828125,,
2024-04-17,Wednesday,21:00:00,Above High,2385.300048828125,2384.89990234375,2380.5,2412.0,2378.800048828125,01:15:00,Crossed Below Low,2395.60009765625,,
2024-04-18,Thursday,21:00:00,Above High,2404.10009765625,2396.39990234375,2388.60009765625,2433.199951171875,2384.300048828125,,,,,
2024-04-21,Sunday,21:15:00,Below Low,2393.300048828125,2402.199951171875,2396.39990234375,2398.699951171875,2375.0,,,,,
2024-04-22,Monday,21:15:00,Below Low,2343.10009765625,2347.800048828125,2343.5,2386.699951171875,2308.60009765625,,,,,
2024-04-23,Tuesday,21:30:00,Below Low,2332.5,2337.89990234375,2333.60009765625,2345.89990234375,2304.300048828125,23:15:00,,,Crossed Above High,2338.0
2024-04-24,Wednesday,21:30:00,Above High,2331.39990234375,2331.10009765625,2327.300048828125,2350.89990234375,2316.39990234375,23:00:00,Crossed Below Low,2318.39990234375,,
2024-04-25,Thursday,21:00:00,Below Low,2339.199951171875,2343.5,2340.60009765625,2357.60009765625,2324.0,21:30:00,,,Crossed Above High,2343.5
2024-04-28,Sunday,21:00:00,Below Low,2338.0,2348.39990234375,2343.0,2346.300048828125,2331.10009765625,,,,,
2024-04-29,Monday,21:15:00,Above High,2346.60009765625,2346.0,2343.0,2358.5,2336.800048828125,03:45:00,,,Crossed Above High,2348.800048828125
2024-04-29,Monday,21:15:00,Above High,2346.60009765625,2346.0,2343.0,2358.5,2336.800048828125,22:00:00,Crossed Below Low,2340.800048828125,,
2024-04-30,Tuesday,20:45:00,Below Low,2297.39990234375,2304.0,2298.300048828125,2340.699951171875,2292.89990234375,,,,,
2024-05-01,Wednesday,21:00:00,Above High,2357.300048828125,2357.10009765625,2352.699951171875,2361.0,2291.699951171875,07:15:00,,,Crossed Above High,2305.300048828125
2024-05-01,Wednesday,21:00:00,Above High,2357.300048828125,2357.10009765625,2352.699951171875,2361.0,2291.699951171875,22:45:00,Crossed Below Low,2352.39990234375,,
2024-05-02,Thursday,22:00:00,Below Low,2332.10009765625,2335.199951171875,2332.199951171875,2351.800048828125,2316.5,,,,,
2024-05-05,Sunday,21:00:00,Above High,2335.300048828125,2330.60009765625,2323.0,2346.300048828125,2324.39990234375,,,,,
