Date,Day of the Week,First Candle Close Outside of Range,First Candle Close Condition,First Candle Close Price,19:30-20:30 High,19:30-20:30 Low,20:30-16:00 High,20:30-16:00 Low,Break of Range Closing Time,Break of High Range,Break of High Range Cross Price,Break of Low Range,Break of Low Range Cross Price
2024-04-28,Sunday,20:45:00,Above High,925.7999877929688,925.7000122070312,922.7000122070312,928.7999877929688,923.2000122070312,,,,,
2024-04-29,Monday,23:10:00,Below Low,957.7999877929688,963.0999755859376,958.0,965.5,922.7999877929688,,,,,
2024-04-30,Tuesday,20:40:00,Below Low,943.0,947.2000122070312,943.7999877929688,959.4000244140624,940.0,,,,,
2024-05-01,Wednesday,20:40:00,Above High,968.7999877929688,968.0,965.2000122070312,969.9000244140624,942.2000122070312,04:05:00,Crossed Above High,947.7000122070312,,
2024-05-02,Thursday,20:40:00,Above High,966.0,965.5,962.9000244140624,971.2000122070312,951.9000244140624,04:25:00,,,Crossed Below Low,964.2999877929688
2024-05-05,Sunday,,,,,,,,,,,,
2024-05-06,Monday,20:35:00,Above High,967.9000244140624,967.7000122070312,965.7000122070312,978.5999755859376,960.7999877929688,,,,,
2024-05-07,Tuesday,21:30:00,Below Low,987.5,991.5,988.0,992.7999877929688,961.0999755859376,03:50:00,,,Crossed Below Low,964.2999877929688
2024-05-08,Wednesday,21:20:00,Above High,986.2999877929688,986.0,983.9000244140624,991.7000122070312,972.4000244140624,,,,,
2024-05-09,Thursday,21:15:00,Above High,996.2999877929688,995.9000244140624,992.5,997.9000244140624,982.0,09:00:00,,,Crossed Below Low,983.5
2024-05-12,Sunday,21:15:00,Below Low,1002.2000122070312,1005.2000122070312,1002.5999755859376,1006.7999877929688,1001.0,22:45:00,Crossed Above High,1005.5999755859376,,
2024-05-13,Monday,21:10:00,Above High,1013.0999755859376,1012.7000122070312,1010.2999877929688,1025.9000244140625,1003.9000244140624,22:50:00,,,Crossed Below Low,1010.2999877929688
2024-05-14,Tuesday,22:00:00,Above High,1062.5999755859375,1061.699951171875,1048.199951171875,1069.5,1009.9000244140624,,,,,
2024-05-15,Wednesday,,,,,,,,,,,,
2024-05-16,Thursday,21:25:00,Below Low,1068.9000244140625,1073.199951171875,1069.300048828125,1091.0999755859375,1058.0999755859375,,,,,
2024-05-19,Sunday,21:00:00,Above High,1099.0,1098.0999755859375,1091.4000244140625,1105.0,1093.300048828125,,,,,
2024-05-20,Monday,20:35:00,Below Low,1050.4000244140625,1059.4000244140625,1052.300048828125,1104.5999755859375,1040.5,02:15:00,,,Crossed Below Low,1091.0999755859375
2024-05-21,Tuesday,20:50:00,Below Low,1059.0,1062.300048828125,1059.5999755859375,1070.9000244140625,1039.5999755859375,08:30:00,Crossed Above High,1062.9000244140625,,
2024-05-21,Tuesday,20:50:00,Below Low,1059.0,1062.300048828125,1059.5999755859375,1070.9000244140625,1039.5999755859375,21:45:00,Crossed Above High,1065.5,,
2024-05-22,Wednesday,20:40:00,Below Low,1043.4000244140625,1047.300048828125,1043.9000244140625,1067.5,1035.800048828125,,,,,
2024-05-23,Thursday,21:20:00,Above High,1030.0999755859375,1029.5,1024.5,1053.0,1024.5,09:05:00,Crossed Above High,1050.800048828125,,
2024-05-26,Sunday,20:55:00,Above High,1040.699951171875,1040.300048828125,1038.199951171875,1050.800048828125,1038.0999755859375,,,,,
2024-05-27,Monday,20:45:00,Below Low,1063.5,1066.300048828125,1064.199951171875,1067.699951171875,1047.4000244140625,22:10:00,Crossed Above High,1066.5999755859375,,
2024-05-28,Tuesday,20:45:00,Below Low,1066.5999755859375,1071.699951171875,1067.300048828125,1075.9000244140625,1052.199951171875,,,,,
2024-05-29,Wednesday,21:10:00,Above High,1048.300048828125,1047.0999755859375,1042.699951171875,1071.4000244140625,1034.0999755859375,21:40:00,,,Crossed Below Low,1041.300048828125
2024-05-30,Thursday,20:45:00,Below Low,1032.0999755859375,1035.699951171875,1032.699951171875,1049.699951171875,1028.199951171875,,,,,
2024-06-02,Sunday,20:45:00,Above High,1049.5999755859375,1049.0,1044.699951171875,1055.800048828125,1045.199951171875,,,,,
2024-06-03,Monday,21:15:00,Below Low,1024.300048828125,1028.9000244140625,1024.800048828125,1047.4000244140625,1020.5999755859376,01:35:00,,,Crossed Below Low,1043.0
2024-06-04,Tuesday,21:00:00,Below Low,994.5999755859376,999.7000122070312,995.0,1029.9000244140625,992.5,,,,,
2024-06-05,Wednesday,20:35:00,Below Low,1000.9000244140624,1004.5,1001.9000244140624,1009.7000122070312,988.7999877929688,04:00:00,Crossed Above High,1000.0999755859376,,
2024-06-05,Wednesday,20:35:00,Below Low,1000.9000244140624,1004.5,1001.9000244140624,1009.7000122070312,988.7999877929688,21:15:00,Crossed Above High,1004.9000244140624,,
2024-06-06,Thursday,20:40:00,Above High,1015.2000122070312,1014.7000122070312,1012.5,1016.0,997.2000122070312,21:10:00,,,Crossed Below Low,1011.2000122070312
2024-06-09,Sunday,20:35:00,Below Low,972.9000244140624,975.7999877929688,973.0,978.2999877929688,972.5999755859376,21:15:00,Crossed Above High,976.2000122070312,,
2024-06-10,Monday,20:45:00,Below Low,972.2999877929688,976.4000244140624,972.9000244140624,981.7000122070312,965.0,,,,,
2024-06-11,Tuesday,20:40:00,Below Low,958.7999877929688,962.2000122070312,959.5999755859376,967.5999755859376,954.0,21:25:00,Crossed Above High,962.2000122070312,,
2024-06-12,Wednesday,21:05:00,Below Low,956.0,960.9000244140624,957.0999755859376,978.2999877929688,951.0,,,,,
2024-06-13,Thursday,20:35:00,Above High,954.9000244140624,954.5999755859376,952.4000244140624,962.9000244140624,945.7000122070312,09:05:00,Crossed Above High,961.0,,
2024-06-16,Sunday,20:40:00,Above High,966.5999755859376,966.5,959.2000122070312,966.7000122070312,959.0999755859376,,,,,
2024-06-17,Monday,20:35:00,Above High,980.0999755859376,979.5999755859376,974.2000122070312,982.0,949.2999877929688,00:20:00,,,Crossed Below Low,959.2000122070312
2024-06-18,Tuesday,20:35:00,Below Low,975.9000244140624,978.9000244140624,976.2999877929688,981.0999755859376,962.0999755859376,03:40:00,,,Crossed Below Low,973.9000244140624
2024-06-18,Tuesday,20:35:00,Below Low,975.9000244140624,978.9000244140624,976.2999877929688,981.0999755859376,962.0999755859376,21:45:00,Crossed Above High,979.5,,
2024-06-19,Wednesday,20:55:00,Above High,982.7999877929688,982.4000244140624,979.4000244140624,988.0,976.7000122070312,,,,,
2024-06-20,Thursday,21:30:00,Below Low,982.7999877929688,987.5999755859376,984.9000244140624,992.7999877929688,972.5,08:35:00,,,Crossed Below Low,978.9000244140624
2024-06-23,Sunday,,,,,,,,,,,,
2024-06-24,Monday,20:45:00,Above High,1002.0,1001.9000244140624,999.4000244140624,1012.2999877929688,991.7000122070312,,,,,
2024-06-25,Tuesday,20:40:00,Above High,988.5,987.7000122070312,985.4000244140624,1008.4000244140624,983.5,06:35:00,,,Crossed Below Low,998.5
2024-06-26,Wednesday,22:20:00,Below Low,1010.5999755859376,1015.7000122070312,1012.0,1024.199951171875,990.2000122070312,,,,,
2024-06-27,Thursday,21:50:00,Above High,1009.5,1009.4000244140624,993.2999877929688,1024.0,986.4000244140624,03:30:00,Crossed Above High,1022.2000122070312,,
2024-06-30,Sunday,23:45:00,Below Low,1004.5999755859376,1010.7000122070312,1005.5999755859376,1008.4000244140624,1004.4000244140624,,,,,
2024-07-01,Monday,20:35:00,Below Low,991.0999755859376,994.4000244140624,991.4000244140624,1012.7999877929688,979.0999755859376,03:00:00,Crossed Above High,1011.2000122070312,,
2024-07-02,Tuesday,20:45:00,Below Low,1010.7000122070312,1015.0,1010.9000244140624,1018.4000244140624,987.5,03:00:00,Crossed Above High,995.0,,
2024-07-03,Wednesday,,,,,,,,09:30:00,Crossed Above High,1019.9000244140624,,
2024-07-04,Thursday,20:45:00,Above High,1017.5,1017.4000244140624,1013.2000122070312,1029.4000244140625,1012.2999877929688,,,,,
2024-07-07,Sunday,21:30:00,Above High,1040.5999755859375,1040.199951171875,1037.0,1040.699951171875,1035.800048828125,23:05:00,,,Crossed Below Low,1036.199951171875
2024-07-08,Monday,20:55:00,Below Low,1016.2000122070312,1020.0,1017.0,1039.300048828125,1011.0999755859376,21:25:00,Crossed Above High,1020.0,,
2024-07-09,Tuesday,23:05:00,Below Low,998.5,1002.2999877929688,999.0,1024.199951171875,992.0999755859376,,,,,
2024-07-10,Wednesday,21:35:00,Below Low,1005.4000244140624,1008.0,1005.7999877929688,1013.0999755859376,995.2000122070312,05:05:00,Crossed Above High,1002.2999877929688,,
2024-07-11,Thursday,21:10:00,Below Low,1016.0999755859376,1020.0,1016.9000244140624,1024.5999755859375,995.2000122070312,02:05:00,Crossed Above High,1008.2000122070312,,
2024-07-14,Sunday,20:35:00,Below Low,1006.0,1009.4000244140624,1006.7999877929688,1008.2999877929688,1005.0999755859376,,,,,
2024-07-15,Monday,20:40:00,Below Low,1007.2999877929688,1010.2000122070312,1007.7000122070312,1026.199951171875,995.7999877929688,04:45:00,Crossed Above High,1010.4000244140624,,
2024-07-15,Monday,20:40:00,Below Low,1007.2999877929688,1010.2000122070312,1007.7000122070312,1026.199951171875,995.7999877929688,22:55:00,Crossed Above High,1010.2999877929688,,
2024-07-16,Tuesday,21:20:00,Above High,1017.5999755859376,1016.9000244140624,1014.5,1018.4000244140624,990.7000122070312,23:25:00,,,Crossed Below Low,1014.2000122070312
2024-07-17,Wednesday,,,,,,,,,,,,
2024-07-18,Thursday,21:15:00,Below Low,972.4000244140624,981.7000122070312,972.5999755859376,1022.5999755859376,972.0,,,,,
2024-07-21,Sunday,21:45:00,Below Low,978.0,983.7999877929688,978.5999755859376,982.0999755859376,972.9000244140624,,,,,
2024-07-22,Monday,21:10:00,Above High,960.2000122070312,959.2000122070312,956.5999755859376,974.5999755859376,950.4000244140624,,,,,
2024-07-23,Tuesday,21:05:00,Below Low,952.0,955.5,952.2999877929688,968.5,951.0,02:00:00,,,Crossed Below Low,955.7000122070312
2024-07-23,Tuesday,21:05:00,Below Low,952.0,955.5,952.2999877929688,968.5,951.0,23:45:00,Crossed Above High,955.5999755859376,,
2024-07-24,Wednesday,21:20:00,Below Low,955.0999755859376,969.5999755859376,955.2000122070312,973.4000244140624,946.0999755859376,,,,,
2024-07-25,Thursday,20:50:00,Below Low,943.2000122070312,945.0,943.5999755859376,953.5,936.7000122070312,21:25:00,Crossed Above High,945.2000122070312,,
2024-07-28,Sunday,,,,,,,,,,,,
2024-07-29,Monday,21:40:00,Below Low,957.5999755859376,960.0,958.2999877929688,964.5999755859376,948.5999755859376,23:50:00,Crossed Above High,960.0,,
2024-07-30,Tuesday,21:40:00,Above High,976.2999877929688,975.5999755859376,971.4000244140624,977.4000244140624,956.9000244140624,,,,,
2024-07-31,Wednesday,20:50:00,Below Low,984.7999877929688,987.5,985.0,989.0,973.0,21:35:00,Crossed Above High,987.5,,
2024-08-01,Thursday,21:10:00,Below Low,966.7000122070312,970.2999877929688,966.9000244140624,985.2999877929688,965.7000122070312,21:35:00,Crossed Above High,970.4000244140624,,
2024-08-04,Sunday,20:50:00,Below Low,953.0999755859376,965.5,953.4000244140624,963.2999877929688,952.7000122070312,,,,,
2024-08-05,Monday,20:45:00,Above High,927.4000244140624,925.9000244140624,920.0999755859376,964.0,913.0999755859376,22:05:00,,,Crossed Below Low,919.5
2024-08-06,Tuesday,20:50:00,Above High,920.2999877929688,919.7000122070312,915.2999877929688,933.4000244140624,913.5,,,,,
2024-08-07,Wednesday,22:50:00,Above High,925.7999877929688,925.0999755859376,921.5,938.9000244140624,920.4000244140624,,,,,
2024-08-08,Thursday,21:05:00,Above High,945.7999877929688,945.2999877929688,942.9000244140624,948.7999877929688,922.0,,,,,
2024-08-11,Sunday,20:50:00,Above High,931.0999755859376,930.5999755859376,928.0,932.0,925.9000244140624,23:30:00,,,Crossed Below Low,927.7999877929688
2024-08-12,Monday,20:35:00,Below Low,945.0,949.2000122070312,945.0999755859376,955.0,926.7999877929688,,,,,
2024-08-13,Tuesday,21:25:00,Above High,948.0,947.7000122070312,944.0999755859376,948.7000122070312,938.0999755859376,22:00:00,,,Crossed Below Low,943.0
2024-08-14,Wednesday,20:35:00,Above High,931.4000244140624,931.0,929.2000122070312,951.9000244140624,927.0,21:25:00,,,Crossed Below Low,928.5
2024-08-15,Thursday,20:35:00,Below Low,959.5999755859376,963.2999877929688,960.4000244140624,969.9000244140624,933.7000122070312,,,,,
