Date,Day of the Week,Win/(Loss),Opening Range High,Opening Range Low,Daily High,Daily Low,Initial Range Size ($),Range Size (ticks),Range Size (points),First Candle Close Outside of Range Time,First Candle Close Price,First Candle Close Condition,First Candle Close Fully Outside of Open Range Time,First Fully Close Price,First Fully Close Condition,Max Distribution (%),Max Distribution/Drawdown (points),Max Distribution (Fully Outside) (%),Max Distribution/Drawdown (Fully Outside) (points),Date of Cross,Cross of Opening Range Closing Time,Cross of Opening Range Low,Cross of Opening Range Low Price,Cross of Opening Range High,Cross of Opening Range High Price
2024-04-28,Sunday,Win,27.545000076293945,27.19499969482422,27.565000534057617,26.959999084472656,0.35000038146972656,70.00007629394531,0.0017500019073486328,20:45:00,27.184999465942383,Below Opening Low,21:20:00,27.405000686645508,Above Opening High,0.8345711762257192,0.001125001907348633,1.1971700247142152,0.0016499996185302557,2024-04-28,21:55:00,,,Crossed Above Opening Range High,27.549999237060547
2024-04-29,Monday,Win,27.395000457763672,27.325000762939453,27.73500061035156,27.1299991607666,0.06999969482421875,13.99993896484375,0.00034999847412109375,21:00:00,27.399999618530273,Above Opening High,22:15:00,26.665000915527344,Above Opening High,1.2078636540438827,0.0016750049591064276,2.0371321949713943,0.0028249931335449217,2024-04-29,22:10:00,Crossed Below Opening Range Low,27.274999618530273,,
2024-04-30,Tuesday,Win,26.649999618530273,26.575000762939453,27.229999542236328,26.545000076293945,0.07499885559082031,14.999771118164062,0.00037499427795410154,20:45:00,26.565000534057617,Below Opening Low,22:35:00,26.864999771118164,Below Opening Low,0.07534548015139513,0.00010000228881835937,1.0532281222046238,0.001400003433227539,2024-04-30,21:45:00,,,Crossed Above Opening Range High,26.65999984741211
2024-05-01,Wednesday,Win,27.045000076293945,26.934999465942383,27.25,26.584999084472656,0.1100006103515625,22.0001220703125,0.0005500030517578125,21:05:00,27.049999237060547,Above Opening High,21:05:00,26.989999771118164,Above Opening High,0.73394775390625,0.0010000038146972656,0.11009426291929472,0.00015000343322753905,2024-05-01,22:30:00,Crossed Below Opening Range Low,26.895000457763672,,
2024-05-02,Thursday,Win,26.934999465942383,26.854999542236328,27.020000457763672,26.2549991607666,0.07999992370605469,15.999984741210938,0.00039999961853027344,21:00:00,26.96500015258789,Above Opening High,21:05:00,27.030000686645508,Above Opening High,0.20355404975568006,0.00027500152587890626,0.8142091399975518,0.001099996566772461,2024-05-02,22:20:00,Crossed Below Opening Range Low,26.834999084472656,,
2024-05-05,Sunday,Loss,26.825000762939453,26.655000686645508,27.25,26.684999465942383,0.1700000762939453,34.00001525878906,0.0008500003814697265,21:00:00,27.030000686645508,Above Opening High,20:45:00,27.63999938964844,Below Opening Low,0.8073369297412557,0.001099996566772461,2.0491058664792665,0.002775001525878924,2024-05-07,22:40:00,,,Crossed Above Opening Range High,27.53499984741211
2024-05-06,Monday,Win,27.75,27.65999984741211,27.7450008392334,27.084999084472656,0.09000015258789062,18.000030517578125,0.00045000076293945314,20:35:00,27.645000457763672,Below Opening Low,21:20:00,27.459999084472656,Below Opening Low,2.0675702131075733,0.002800006866455078,0.5676571234738068,0.000774993896484375,2024-05-09,21:00:00,,,Crossed Above Opening Range High,28.6299991607666
2024-05-07,Tuesday,Loss,27.520000457763672,27.479999542236328,27.770000457763672,27.30500030517578,0.04000091552734375,8.00018310546875,0.00020000457763671875,21:00:00,27.434999465942383,Below Opening Low,21:20:00,27.61000061035156,Above Opening High,0.4761001989147008,0.0006499958038330079,0.46812804689839743,0.0006499958038330255,2024-05-12,21:05:00,Crossed Below Opening Range Low,28.364999771118164,,
2024-05-08,Wednesday,Loss,27.579999923706055,27.51499938964844,27.739999771118164,27.239999771118164,0.06500053405761363,13.000106811522727,0.0003250026702880682,20:50:00,27.584999084472656,Above Opening High,21:30:00,28.674999237060547,Above Opening High,0.5587623933828891,0.000775003433227539,0.19827074848445198,0.00027500152587890626,2024-05-13,22:30:00,,,Crossed Above Opening Range High,28.579999923706055
2024-05-09,Thursday,Win,28.6200008392334,28.545000076293945,28.729999542236328,27.704999923706055,0.07500076293945312,15.000152587890625,0.00037500381469726565,20:45:00,28.530000686645508,Below Opening Low,21:10:00,28.274999618530273,Below Opening Low,2.9778046028202048,0.004125003814697266,0.31931933401894574,0.00045000076293945314,2024-05-15,03:00:00,,,Crossed Above Opening Range High,28.920000076293945
