Date,Day of the Week,Win/(Loss),Opening Range High,Opening Range Low,Daily High,Daily Low,Initial Range Size ($),Range Size (ticks),Range Size (points),First Candle Close Outside of Range Time,First Candle Close Price,First Candle Close Condition,First Candle Close Fully Outside of Open Range Time,First Fully Close Price,First Fully Close Condition,Max Distribution (%),Max Distribution/Drawdown (points),Max Distribution (Fully Outside) (%),Max Distribution/Drawdown (Fully Outside) (points),Date of Cross,Cross of Opening Range Closing Time,Cross of Opening Range Low,Cross of Opening Range Low Price,Cross of Opening Range High,Cross of Opening Range High Price
2024-03-11,Monday,Win,5138.5,5134.0,5139.25,5094.75,4.5,18.0,1.125,21:05:00,5133.75,Below Opening Low,20:40:00,5175.75,Below Opening Low,0.7654938907699101,9.75,1.2322135836878392,15.75,2024-03-12,00:30:00,,,Crossed Above Opening Range High,5138.5
2024-03-12,Tuesday,Win,5181.0,5178.0,5183.0,5112.75,3.0,12.0,0.75,20:35:00,5177.75,Below Opening Low,21:35:00,5188.75,Above Opening High,1.2713314752334848,16.25,0.11576307158016592,1.5,2024-03-13,03:00:00,,,Crossed Above Opening Range High,5181.5
2024-03-13,Wednesday,Win,5174.5,5170.0,5183.75,5153.0,4.5,18.0,1.125,21:55:00,5174.75,Above Opening High,20:50:00,5205.25,Below Opening Low,0.17361948396431157,2.25,0.2552003081664098,3.3125,2024-03-14,09:45:00,Crossed Below Opening Range Low,5155.25,,
2024-03-14,Thursday,Win,5155.5,5147.5,5189.5,5124.25,8.0,32.0,2.0,20:50:00,5155.75,Above Opening High,21:35:00,5235.25,Below Opening Low,0.6503516716446671,8.4375,0.9496721943694563,12.3125,2024-03-15,01:40:00,Crossed Below Opening Range Low,5147.5,,
2024-03-17,Sunday,Loss,5187.25,5181.75,5194.75,5183.25,5.5,22.0,1.375,21:10:00,5188.25,Above Opening High,22:35:00,5304.5,Above Opening High,0.12512632946725058,1.625,0.04812551133355792,0.625,2024-03-19,00:10:00,,,Crossed Above Opening Range High,5211.0
2024-03-18,Monday,Win,5210.75,5206.75,5240.25,5192.0,4.0,16.0,1.0,20:45:00,5206.0,Below Opening Low,21:40:00,5307.5,Below Opening Low,0.2696456086286595,3.5,0.1604076240800151,2.125,2024-03-20,03:25:00,,,Crossed Above Opening Range High,5240.75
2024-03-19,Tuesday,Win,5240.75,5236.25,5244.75,5186.0,4.5,18.0,1.125,21:10:00,5236.0,Below Opening Low,22:20:00,5289.0,Below Opening Low,0.9641342074816814,12.5,0.028368794326241134,0.375,2024-03-20,22:30:00,,,Crossed Above Opening Range High,5304.75
2024-03-20,Wednesday,Win,5304.0,5300.0,5307.0,5233.0,4.0,16.0,1.0,21:00:00,5299.75,Below Opening Low,20:45:00,5286.25,Above Opening High,1.2755589527995415,16.6875,0.12719050310910118,1.6875,2024-03-22,06:40:00,,,Crossed Above Opening Range High,5311.0
2024-03-21,Thursday,Loss,5311.0,5308.5,5322.75,5299.0,2.5,10.0,0.625,20:45:00,5308.25,Below Opening Low,22:00:00,5276.75,Above Opening High,0.1745612379694282,2.3125,0.4461979240054483,5.9375,2024-03-26,15:25:00,Crossed Below Opening Range Low,5280.75,,
2024-03-24,Sunday,Loss,5294.75,5291.0,5295.0,5287.5,3.75,15.0,0.9375,21:10:00,5290.75,Below Opening Low,22:05:00,5327.0,Below Opening Low,0.061465721040189124,0.8125,0.03755868544600939,0.5,2024-03-27,10:45:00,Crossed Below Opening Range Low,5272.25,,
2024-03-25,Monday,Win,5285.5,5282.0,5293.0,5272.5,3.5,14.0,0.875,20:40:00,5285.75,Above Opening High,22:55:00,5291.75,Above Opening High,0.13697336104288685,1.8125,0.7320989986774985,9.6875,2024-04-02,01:15:00,Crossed Below Opening Range Low,5285.5,,
2024-03-26,Tuesday,Loss,5276.25,5273.75,5300.5,5263.0,2.5,10.0,0.625,20:45:00,5276.75,Above Opening High,22:15:00,5252.25,Below Opening Low,0.4480709367040845,5.9375,0.32951289398280803,4.3125,2024-04-03,08:05:00,,,Crossed Above Opening Range High,5260.75
2024-03-27,Wednesday,Win,5307.75,5302.5,5313.75,5270.75,5.25,21.0,1.3125,21:40:00,5327.0,Below Opening Low,20:40:00,5195.75,Below Opening Low,0.03755868544600939,0.5,0.08186458634306078,1.0625,2024-04-04,23:55:00,,,Crossed Above Opening Range High,5205.25
2024-03-31,Sunday,Loss,5333.5,5327.25,5330.0,5325.0,6.25,25.0,1.5625,21:25:00,5291.25,Above Opening High,23:30:00,5246.5,Below Opening Low,0.7363286746083857,9.8125,0.052443384982121574,0.6875,2024-04-08,08:45:00,,,Crossed Above Opening Range High,5263.0
2024-04-01,Monday,Win,5291.0,5286.5,5330.5,5282.25,4.5,18.0,1.125,21:55:00,5251.5,Below Opening Low,21:55:00,5252.25,Below Opening Low,0.3151862464183381,4.125,0.30077341735892293,3.9375,2024-04-09,01:00:00,,,Crossed Above Opening Range High,5257.5
2024-04-02,Tuesday,Loss,5260.25,5252.75,5296.0,5235.0,7.5,30.0,1.875,20:35:00,5196.5,Below Opening Low,22:05:00,5203.25,Above Opening High,0.09631127805065973,1.25,1.5399830460582087,20.4375,2024-04-11,05:05:00,Crossed Below Opening Range Low,5194.0,,
2024-04-03,Wednesday,Loss,5284.75,5273.75,5280.75,5244.5,11.0,44.0,2.75,23:25:00,5248.0,Below Opening Low,21:50:00,5246.75,Above Opening High,0.08104886769964244,1.0625,0.20445036135412703,2.6875,2024-04-12,04:55:00,Crossed Below Opening Range Low,5239.75,,
2024-04-04,Thursday,Win,5205.25,5199.25,5308.5,5191.5,6.0,24.0,1.5,21:50:00,5253.0,Below Opening Low,21:10:00,5097.25,Below Opening Low,0.3150959610426812,4.125,0.3148831488314883,4.0,2024-04-16,07:10:00,,,Crossed Above Opening Range High,5110.5
2024-04-07,Sunday,Win,5260.0,5249.25,5258.0,5243.75,10.75,43.0,2.6875,21:50:00,5203.25,Above Opening High,22:00:00,5070.75,Above Opening High,1.5468306527909177,20.4375,0.9413434247871335,12.4375,2024-04-18,09:35:00,Crossed Below Opening Range Low,5052.25,,
2024-04-08,Monday,Loss,5257.5,5253.25,5268.75,5236.5,4.25,17.0,1.0625,20:40:00,5246.25,Above Opening High,21:00:00,5016.25,Below Opening Low,0.21398002853067047,2.8125,1.062758134380981,13.1875,2024-04-19,08:10:00,,,Crossed Above Opening Range High,5046.5
2024-04-09,Tuesday,Win,5265.0,5261.25,5274.25,5208.25,3.75,15.0,0.9375,21:05:00,5098.75,Below Opening Low,20:40:00,5012.5,Below Opening Low,0.34440344403444034,4.375,0.05988621618924045,0.75,2024-04-22,02:00:00,,,Crossed Above Opening Range High,5024.25
2024-04-10,Wednesday,Loss,5202.0,5194.25,5285.0,5176.5,7.75,31.0,1.9375,21:55:00,5070.25,Above Opening High,21:45:00,5042.75,Below Opening Low,0.9813494775900791,12.5625,0.7341190571314423,9.1875,2024-04-23,00:10:00,,,Crossed Above Opening Range High,5049.5
2024-04-11,Thursday,Loss,5246.0,5240.5,5257.5,5173.5,5.5,22.0,1.375,20:50:00,5027.0,Below Opening Low,21:20:00,5120.75,Above Opening High,1.2793391759846884,15.875,0.1275697953976743,1.625,2024-04-24,04:55:00,Crossed Below Opening Range Low,5113.5,,
2024-04-14,Sunday,Loss,5187.75,5171.25,5183.25,5172.25,16.5,66.0,4.125,20:35:00,5015.0,Below Opening Low,21:35:00,5123.75,Above Opening High,0.10979139634694081,1.375,0.06970375902414737,0.875,2024-04-25,01:10:00,Crossed Below Opening Range Low,5071.0,,
2024-04-15,Monday,Loss,5107.75,5100.0,5213.25,5081.25,7.75,31.0,1.9375,21:40:00,5043.75,Below Opening Low,21:40:00,5144.0,Above Opening High,0.7540950858969238,9.4375,0.059092923622396216,0.75,2024-04-26,05:00:00,Crossed Below Opening Range Low,5116.0,,
2024-04-16,Tuesday,Win,5107.0,5094.0,5123.25,5078.75,13.0,52.0,3.25,20:50:00,5120.0,Above Opening High,22:40:00,5061.75,Above Opening High,0.14140133599882979,1.8125,1.6334292261933785,20.9375,2024-04-29,05:50:00,Crossed Below Opening Range Low,5136.5,,
2024-04-17,Wednesday,Win,5069.0,5063.75,5120.5,5048.0,5.25,21.0,1.3125,20:45:00,5081.0,Above Opening High,20:45:00,5070.75,Above Opening High,0.9310260784791616,11.9375,1.0918839873263466,14.0,2024-05-01,03:45:00,Crossed Below Opening Range Low,5049.75,,
2024-04-18,Thursday,Win,5046.0,5027.75,5095.25,4963.5,18.25,73.0,4.5625,21:30:00,5122.5,Above Opening High,20:45:00,5110.5,Above Opening High,0.09264225461992295,1.1875,0.034131356965234776,0.4375,2024-05-02,09:45:00,Crossed Below Opening Range Low,5058.25,,
2024-04-21,Sunday,Win,5023.75,5017.5,5021.25,5009.5,6.25,25.0,1.5625,21:05:00,5143.25,Above Opening High,23:20:00,5208.0,Above Opening High,0.07285797551972022,0.9375,0.014571595103944046,0.1875,2024-05-03,01:15:00,Crossed Below Opening Range Low,5103.25,,
2024-04-22,Monday,Loss,5049.0,5044.25,5076.75,5006.0,4.75,19.0,1.1875,23:10:00,5141.5,Below Opening Low,22:35:00,5212.0,Below Opening Low,0.4444444444444444,5.6875,0.18741890528136865,2.4375,2024-05-07,03:45:00,Crossed Below Opening Range Low,5203.75,,
2024-04-23,Tuesday,Loss,5119.75,5113.75,5127.25,5042.5,6.0,24.0,1.5,21:25:00,5060.5,Above Opening High,21:55:00,5241.25,Below Opening Low,1.6519288698863086,21.25,0.8902791145332051,11.5625,2024-05-08,03:15:00,,,Crossed Above Opening Range High,5216.75
2024-04-24,Wednesday,Loss,5080.5,5071.5,5128.75,5073.25,9.0,36.0,2.25,20:35:00,5069.25,Above Opening High,22:10:00,5245.0,Above Opening High,1.1215682449895157,14.375,0.0975276734773492,1.25,2024-05-10,02:20:00,,,Crossed Above Opening Range High,5246.0
2024-04-25,Thursday,Win,5121.5,5116.75,5127.25,5022.25,4.75,19.0,1.1875,20:35:00,5108.75,Above Opening High,20:50:00,5243.5,Below Opening Low,0.06846300552594259,0.875,0.19586299144890842,2.5625,2024-05-13,13:05:00,Crossed Below Opening Range Low,5237.25,,
