Date,Day of the Week,First Candle Close Outside of Range,First Candle Close Condition,First Candle Close Price,19:30-20:30 High,19:30-20:30 Low,20:30-16:00 High,20:30-16:00 Low,Break of Range Closing Time,Break of High Range,Break of High Range Cross Price,Break of Low Range,Break of Low Range Cross Price
2024-03-10,Sunday,22:30:00,Below Low,5123.25,5131.25,5123.5,5133.0,5119.25,,,,,
2024-03-11,Monday,,,,,,,,03:55:00,Crossed Above High,5185.75,,
2024-03-12,Tuesday,20:35:00,Below Low,5241.25,5244.5,5241.5,5246.75,5175.75,,,,,
2024-03-13,Wednesday,,,,,,,,03:00:00,Crossed Above High,5245.5,,
2024-03-14,Thursday,20:50:00,Above High,5218.25,5217.75,5210.0,5253.5,5188.0,,,,,
2024-03-17,Sunday,21:05:00,Above High,5187.5,5187.25,5181.75,5194.75,5183.25,,,,,
2024-03-18,Monday,20:45:00,Below Low,5206.0,5210.75,5206.75,5240.25,5192.0,,,,,
2024-03-19,Tuesday,21:15:00,Below Low,5236.0,5240.75,5236.25,5244.75,5186.0,00:10:00,Crossed Above High,5211.25,,
2024-03-20,Wednesday,20:35:00,Below Low,5299.75,5304.0,5300.0,5307.0,5233.0,07:00:00,Crossed Above High,5242.0,,
2024-03-20,Wednesday,20:35:00,Below Low,5299.75,5304.0,5300.0,5307.0,5233.0,22:30:00,Crossed Above High,5304.5,,
2024-03-21,Thursday,21:35:00,Below Low,5307.25,5311.0,5308.5,5324.0,5299.25,,,,,
2024-03-24,Sunday,21:10:00,Below Low,5290.75,5294.75,5291.0,5295.0,5287.5,,,,,
2024-03-25,Monday,20:40:00,Above High,5286.0,5285.5,5282.0,5293.0,5272.75,23:40:00,,,Crossed Below Low,5282.0
2024-03-26,Tuesday,20:45:00,Above High,5276.75,5276.25,5274.0,5300.5,5263.0,,,,,
2024-03-27,Wednesday,,,,,,,,10:20:00,,,Crossed Below Low,5274.0
2024-03-28,Thursday,,,,,,,,,,,,
2024-03-31,Sunday,22:00:00,Below Low,5326.5,5333.25,5327.0,5330.0,5325.0,,,,,
2024-04-01,Monday,21:25:00,Above High,5291.25,5291.0,5286.25,5330.5,5282.25,,,,,
2024-04-02,Tuesday,21:55:00,Below Low,5251.75,5260.25,5252.75,5296.0,5235.0,01:15:00,,,Crossed Below Low,5285.5
2024-04-03,Wednesday,,,,,,,,08:05:00,Crossed Above High,5261.0,,
2024-04-04,Thursday,20:35:00,Below Low,5196.75,5205.25,5199.0,5308.5,5190.75,23:55:00,Crossed Above High,5205.25,,
2024-04-07,Sunday,23:25:00,Below Low,5248.0,5260.0,5249.25,5258.0,5243.75,,,,,
2024-04-08,Monday,21:55:00,Below Low,5252.25,5257.5,5253.0,5268.75,5236.5,08:45:00,Crossed Above High,5262.75,,
2024-04-09,Tuesday,,,,,,,,01:00:00,Crossed Above High,5257.75,,
2024-04-10,Wednesday,21:50:00,Above High,5203.25,5202.25,5194.25,5287.5,5177.0,,,,,
2024-04-11,Thursday,20:40:00,Above High,5246.5,5246.0,5240.5,5257.5,5171.25,05:05:00,,,Crossed Below Low,5193.75
2024-04-14,Sunday,,,,,,,,,,,,
2024-04-15,Monday,21:05:00,Below Low,5098.75,5107.5,5100.25,5213.5,5081.25,,,,,
2024-04-16,Tuesday,,,,,,,,07:10:00,Crossed Above High,5110.75,,
2024-04-17,Wednesday,21:55:00,Above High,5070.25,5069.0,5063.75,5120.25,5047.0,,,,,
2024-04-18,Thursday,20:50:00,Below Low,5027.0,5046.0,5027.75,5095.25,4963.25,09:35:00,,,Crossed Below Low,5052.25
2024-04-21,Sunday,20:35:00,Below Low,5015.0,5023.75,5017.25,5021.25,5009.5,,,,,
2024-04-22,Monday,21:40:00,Below Low,5043.75,5049.0,5044.0,5076.75,5006.0,02:00:00,Crossed Above High,5024.5,,
2024-04-23,Tuesday,20:50:00,Above High,5119.75,5119.5,5113.75,5127.5,5042.5,00:10:00,Crossed Above High,5049.5,,
2024-04-24,Wednesday,20:45:00,Above High,5081.0,5080.5,5071.5,5128.75,5073.25,04:55:00,,,Crossed Below Low,5113.75
2024-04-25,Thursday,21:15:00,Above High,5121.75,5121.25,5116.5,5127.5,5022.25,01:10:00,,,Crossed Below Low,5071.0
2024-04-28,Sunday,21:05:00,Above High,5143.25,5143.0,5137.0,5147.0,5139.75,,,,,
2024-04-29,Monday,23:05:00,Below Low,5141.5,5145.5,5141.75,5154.25,5118.75,05:50:00,,,Crossed Below Low,5136.5
2024-04-30,Tuesday,22:35:00,Above High,5062.25,5060.25,5052.75,5145.5,5051.5,,,,,
2024-05-01,Wednesday,20:35:00,Above High,5069.25,5068.5,5060.0,5126.25,5037.75,03:45:00,,,Crossed Below Low,5050.25
2024-05-02,Thursday,20:35:00,Above High,5108.75,5108.0,5103.5,5112.25,5036.0,09:45:00,,,Crossed Below Low,5058.5
2024-05-05,Sunday,,,,,,,,,,,,
2024-05-06,Monday,23:10:00,Above High,5207.5,5207.25,5204.25,5208.75,5155.5,,,,,
