Date,Day of the Week,Win/(Loss),Opening Range High,Opening Range Low,Daily High,Daily Low,Initial Range Size ($),Range Size (ticks),Range Size (points),First Candle Close Outside of Range Time,First Candle Close Price,First Candle Close Condition,First Candle Close Fully Outside of Open Range Time,First Fully Close Price,First Fully Close Condition,Max Distribution (%),Max Distribution/Drawdown (points),Max Distribution (Fully Outside) (%),Max Distribution/Drawdown (Fully Outside) (points),Date of Cross,Cross of Opening Range Closing Time,Cross of Opening Range Low,Cross of Opening Range Low Price,Cross of Opening Range High,Cross of Opening Range High Price
2024-03-11,Monday,Win,38839.0,38809.0,38846.0,38500.0,30.0,30.0,30.0,23:30:00,38842.0,Above Opening High,23:40:00,38842.0,Above Opening High,0.01029707048344746,4.0,0.01029707048344746,4.0,2024-03-12,04:20:00,Crossed Below Opening Range Low,38804.0,,
2024-03-12,Tuesday,Win,39038.0,39023.0,39094.0,38653.0,15.0,15.0,15.0,20:40:00,39009.0,Below Opening Low,20:45:00,39020.0,Below Opening Low,0.9210151864020903,356.0,0.949473520813391,367.0,2024-03-13,03:05:00,,,Crossed Above Opening Range High,39039.0
2024-03-13,Wednesday,Win,39105.0,39078.0,39225.0,38950.0,27.0,27.0,27.0,21:30:00,38898.0,Above Opening High,21:45:00,38900.0,Above Opening High,0.8816634389970441,346.0,0.8765671185404137,344.0,2024-03-15,09:20:00,Crossed Below Opening Range Low,38821.0,,
2024-03-14,Thursday,Win,38896.0,38867.0,39244.0,38706.0,29.0,29.0,29.0,21:05:00,39133.0,Above Opening High,21:10:00,39136.0,Above Opening High,0.10721123165283981,42.0,0.09955328653477984,39.0,2024-03-18,04:25:00,Crossed Below Opening Range Low,39099.0,,
2024-03-17,Sunday,Win,39132.0,39101.0,39175.0,39111.0,31.0,31.0,31.0,20:50:00,39201.0,Below Opening Low,20:55:00,39201.0,Below Opening Low,0.28652562101870094,112.0,0.28652562101870094,112.0,2024-03-19,03:05:00,,,Crossed Above Opening Range High,39232.0
2024-03-18,Monday,Win,39230.0,39207.0,39337.0,39089.0,23.0,23.0,23.0,21:30:00,39524.0,Below Opening Low,21:45:00,39519.0,Below Opening Low,1.0456346670075418,409.0,1.0328518471174741,404.0,2024-03-20,03:05:00,,,Crossed Above Opening Range High,39552.0
2024-03-19,Tuesday,Loss,39546.0,39525.0,39556.0,39115.0,21.0,21.0,21.0,22:15:00,40026.0,Above Opening High,22:25:00,40032.0,Above Opening High,0.06990562740300593,28.0,0.05492585010236182,22.0,2024-03-22,06:40:00,,,Crossed Above Opening Range High,40262.0
2024-03-20,Wednesday,Win,40025.0,40002.0,40054.0,39426.0,23.0,23.0,23.0,21:35:00,40234.0,Below Opening Low,21:50:00,40226.0,Below Opening Low,0.5598600349912523,224.0,0.5398650337415646,216.0,2024-03-25,04:10:00,,,Crossed Above Opening Range High,39851.0
2024-03-21,Thursday,Loss,40257.0,40237.0,40316.0,40010.0,20.0,20.0,20.0,20:50:00,39828.0,Below Opening Low,21:10:00,39821.0,Below Opening Low,0.07789531874261879,31.0,0.06030605322009197,24.0,2024-03-26,10:00:00,Crossed Below Opening Range Low,39700.0,,
2024-03-24,Sunday,Win,39847.0,39829.0,39843.0,39797.0,18.0,18.0,18.0,20:35:00,39738.0,Above Opening High,20:40:00,39740.0,Above Opening High,0.2885604596893584,115.0,0.28354201691215214,113.0,2024-04-02,06:05:00,Crossed Below Opening Range Low,39738.0,,
2024-03-25,Monday,Loss,39737.0,39708.0,39853.0,39681.0,29.0,29.0,29.0,20:45:00,39778.0,Above Opening High,21:15:00,39779.0,Above Opening High,0.11049168801165185,44.0,0.10798051328411432,43.0,2024-04-03,07:25:00,,,Crossed Above Opening Range High,39500.0
2024-03-26,Tuesday,Win,39776.0,39756.0,39822.0,39657.0,20.0,20.0,20.0,21:35:00,40300.0,Below Opening Low,21:40:00,40292.0,Below Opening Low,0.03971800218449012,16.0,0.01985900109224506,8.0,2024-04-05,02:00:00,,,Crossed Above Opening Range High,38968.0
2024-03-27,Wednesday,Loss,40135.0,40102.0,40177.0,39782.0,33.0,33.0,33.0,21:25:00,39784.0,Above Opening High,20:40:00,38889.0,Below Opening Low,1.3489387026383655,544.0,0.06432688349114862,25.0,2024-04-08,10:35:00,,,Crossed Above Opening Range High,39305.0
2024-03-31,Sunday,Win,40358.0,40302.0,40320.0,40284.0,56.0,56.0,56.0,21:15:00,39444.0,Below Opening Low,23:30:00,39198.0,Below Opening Low,0.19305019305019305,76.0,0.045941807044410414,18.0,2024-04-09,07:55:00,,,Crossed Above Opening Range High,39243.0
