Date,Day of the Week,First Candle Close Outside of Range,First Candle Close Condition,First Candle Close Price,19:30-20:30 High,19:30-20:30 Low,20:30-16:00 High,20:30-16:00 Low,Break of Range Closing Time,Break of High Range,Break of High Range Cross Price,Break of Low Range,Break of Low Range Cross Price
2024-06-11,Tuesday,20:45:00,Below Low,19241.75,19266.25,19242.25,19266.25,18994.75,04:45:00,,,Crossed Below Low,19072.0
2024-06-12,Wednesday,23:10:00,Above High,19625.5,19623.75,19593.5,19639.0,19240.25,00:00:00,Crossed Above High,19266.25,,
2024-06-13,Thursday,21:50:00,Above High,19626.5,19624.5,19610.5,19690.0,19500.0,05:40:00,,,Crossed Below Low,19593.5
2024-06-16,Sunday,20:40:00,Below Low,19701.75,19718.5,19703.75,19714.0,19684.5,,,,,
2024-06-17,Monday,21:45:00,Below Low,19900.25,20209.25,19901.75,20271.5,19640.5,03:15:00,Crossed Above High,19721.5,,
2024-06-18,Tuesday,,,,,,,,03:40:00,Crossed Above High,20212.25,,
2024-06-19,Wednesday,20:35:00,Above High,20247.5,20245.5,20232.0,20292.0,20213.75,,,,,
2024-06-20,Thursday,20:35:00,Below Low,20044.5,20074.25,20048.25,20371.5,19958.5,09:30:00,,,Crossed Below Low,20202.5
2024-06-23,Sunday,21:05:00,Below Low,19990.0,20024.25,20000.25,20018.75,19917.25,,,,,
2024-06-24,Monday,20:55:00,Below Low,19753.0,19775.75,19758.0,20030.0,19728.0,04:10:00,Crossed Above High,20027.75,,
2024-06-24,Monday,20:55:00,Below Low,19753.0,19775.75,19758.0,20030.0,19728.0,21:50:00,Crossed Above High,19777.75,,
2024-06-25,Tuesday,20:50:00,Above High,19987.0,19983.75,19963.5,20009.0,19725.25,,,,,
2024-06-26,Wednesday,20:35:00,Below Low,19888.0,19921.0,19906.25,20069.0,19873.5,08:30:00,,,Crossed Below Low,19963.25
2024-06-26,Wednesday,20:35:00,Below Low,19888.0,19921.0,19906.25,20069.0,19873.5,22:00:00,Crossed Above High,19928.5,,
2024-06-27,Thursday,20:50:00,Below Low,20087.5,20103.75,20090.5,20140.75,19911.5,21:35:00,Crossed Above High,20129.0,,
2024-06-30,Sunday,20:55:00,Above High,19982.75,19979.0,19932.0,20005.25,19970.5,,,,,
2024-07-01,Monday,22:25:00,Below Low,19977.75,20026.0,19978.0,20074.0,19811.5,04:40:00,,,Crossed Below Low,19923.5
2024-07-02,Tuesday,23:25:00,Below Low,20232.75,20252.75,20233.0,20259.5,19909.75,09:35:00,Crossed Above High,20039.25,,
2024-07-03,Wednesday,,,,,,,,09:30:00,Crossed Above High,20261.75,,
2024-07-04,Thursday,,,,,,,,,,,,
2024-07-07,Sunday,,,,,,,,,,,,
2024-07-08,Monday,21:55:00,Below Low,20711.25,20748.75,20718.25,20738.75,20583.0,,,,,
2024-07-09,Tuesday,20:55:00,Above High,20709.25,20708.25,20694.75,20771.75,20616.0,09:30:00,Crossed Above High,20763.0,,
2024-07-10,Wednesday,20:45:00,Below Low,20863.25,20884.5,20867.0,20917.5,20696.0,,,,,
2024-07-11,Thursday,,,,,,,,01:20:00,Crossed Above High,20885.0,,
2024-07-14,Sunday,20:35:00,Above High,20572.5,20569.5,20541.5,20581.25,20559.5,,,,,
2024-07-15,Monday,20:35:00,Below Low,20620.75,20643.5,20628.0,20796.5,20506.25,22:05:00,Crossed Above High,20645.25,,
2024-07-16,Tuesday,20:40:00,Above High,20577.25,20572.0,20557.5,20684.0,20464.0,21:00:00,,,Crossed Below Low,20556.25
2024-07-17,Wednesday,20:40:00,Above High,20071.0,20069.25,20053.0,20535.5,19965.75,21:00:00,,,Crossed Below Low,20053.0
2024-07-18,Thursday,,,,,,,,,,,,
2024-07-21,Sunday,21:45:00,Below Low,19764.0,19837.25,19766.5,19813.0,19718.75,,,,,
2024-07-22,Monday,20:40:00,Below Low,19928.75,19976.75,19947.5,20044.25,19741.0,05:30:00,Crossed Above High,19837.25,,
2024-07-23,Tuesday,20:40:00,Above High,19833.25,19828.5,19792.0,20085.0,19793.0,06:25:00,Crossed Above High,19982.0,,
2024-07-24,Wednesday,,,,,,,,00:10:00,,,Crossed Below Low,19768.75
2024-07-25,Thursday,21:15:00,Above High,19067.0,19063.75,19015.25,19390.5,18883.5,,,,,
2024-07-28,Sunday,20:40:00,Above High,19294.75,19293.5,19235.5,19330.25,19278.25,,,,,
2024-07-29,Monday,21:35:00,Below Low,19114.25,19174.0,19122.5,19377.25,19076.25,03:40:00,,,Crossed Below Low,19233.25
2024-07-30,Tuesday,20:45:00,Above High,19076.5,19076.0,19014.25,19319.25,18726.75,00:50:00,Crossed Above High,19180.75,,
2024-07-31,Wednesday,20:35:00,Below Low,19666.0,19716.75,19668.25,19698.75,19094.0,,,,,
2024-08-01,Thursday,22:15:00,Below Low,18810.25,18952.5,18866.25,19693.0,18685.75,,,,,
2024-08-04,Sunday,21:00:00,Below Low,18106.75,18296.75,18168.0,18246.75,18023.25,,,,,
2024-08-05,Monday,20:45:00,Above High,18320.0,18303.0,18211.0,18435.5,17346.0,,,,,
2024-08-06,Tuesday,21:25:00,Above High,18187.75,18186.75,18045.25,18483.0,17961.25,04:15:00,,,Crossed Below Low,18128.5
2024-08-07,Wednesday,21:15:00,Above High,17967.0,17942.25,17745.0,18558.5,17860.0,14:10:00,,,Crossed Below Low,18041.75
2024-08-08,Thursday,20:40:00,Below Low,18507.5,18608.25,18513.75,18595.0,17875.25,,,,,
2024-08-11,Sunday,22:35:00,Above High,18643.75,18643.25,18582.5,18666.75,18583.25,,,,,
2024-08-12,Monday,20:50:00,Above High,18668.25,18668.0,18632.25,18765.5,18524.0,09:40:00,,,Crossed Below Low,18562.75
2024-08-13,Tuesday,21:30:00,Above High,19143.75,19124.0,19092.25,19153.25,18646.25,22:30:00,,,Crossed Below Low,19088.25
2024-08-14,Wednesday,20:35:00,Above High,19157.0,19149.25,19100.25,19223.75,18925.5,,,,,
2024-08-15,Thursday,20:35:00,Below Low,19582.5,19635.25,19592.0,19645.25,19104.5,23:30:00,Crossed Above High,19636.5,,
