Date,Day of the Week,First Candle Close Outside of Range,First Candle Close Condition,First Candle Close Price,19:30-20:30 High,19:30-20:30 Low,20:30-16:00 High,20:30-16:00 Low,Break of Range Closing Time,Break of High Range,Break of High Range Cross Price,Break of Low Range,Break of Low Range Cross Price
2024-03-11,Monday,21:05:00,Below Low,5133.75,5138.5,5134.0,5139.25,5094.75,,,,,
2024-03-12,Tuesday,20:35:00,Below Low,5177.75,5181.0,5178.0,5183.0,5112.75,00:30:00,Crossed Above High,5138.5,,
2024-03-13,Wednesday,21:55:00,Above High,5174.75,5174.5,5170.0,5183.75,5153.0,03:00:00,Crossed Above High,5181.5,,
2024-03-14,Thursday,20:50:00,Above High,5155.75,5155.5,5147.5,5189.5,5124.25,09:45:00,,,Crossed Below Low,5155.25
2024-03-17,Sunday,21:10:00,Above High,5188.25,5187.25,5181.75,5194.75,5183.25,,,,,
2024-03-18,Monday,20:45:00,Below Low,5206.0,5210.75,5206.75,5240.25,5192.0,,,,,
2024-03-19,Tuesday,21:10:00,Below Low,5236.0,5240.75,5236.25,5244.75,5186.0,00:10:00,Crossed Above High,5211.0,,
2024-03-20,Wednesday,21:00:00,Below Low,5299.75,5304.0,5300.0,5307.0,5233.0,03:25:00,Crossed Above High,5240.75,,
2024-03-20,Wednesday,21:00:00,Below Low,5299.75,5304.0,5300.0,5307.0,5233.0,22:30:00,Crossed Above High,5304.75,,
2024-03-21,Thursday,20:45:00,Below Low,5308.25,5311.0,5308.5,5322.75,5299.0,,,,,
2024-03-24,Sunday,21:10:00,Below Low,5290.75,5294.75,5291.0,5295.0,5287.5,,,,,
2024-03-25,Monday,20:40:00,Above High,5285.75,5285.5,5282.0,5293.0,5272.5,,,,,
2024-03-26,Tuesday,20:45:00,Above High,5276.75,5276.25,5273.75,5300.5,5263.0,15:25:00,,,Crossed Below Low,5280.75
2024-03-27,Wednesday,,,,,,,,10:45:00,,,Crossed Below Low,5272.25
2024-03-28,Thursday,,,,,,,,,,,,
2024-03-31,Sunday,21:40:00,Below Low,5327.0,5333.5,5327.25,5330.0,5325.0,,,,,
2024-04-01,Monday,21:25:00,Above High,5291.25,5291.0,5286.5,5330.5,5282.25,,,,,
