Datetime,Open,High,Low,Close,Adj Close,Volume
2024-05-02 18:00:00-04:00,964.2999877929688,964.2999877929688,963.2000122070312,963.5999755859376,963.5999755859376,0
2024-05-02 18:01:00-04:00,963.4000244140624,963.5999755859376,963.4000244140624,963.5999755859376,963.5999755859376,3
2024-05-02 18:02:00-04:00,963.7999877929688,964,963.7999877929688,964,964,5
2024-05-02 18:03:00-04:00,964,964.2000122070312,964,964.2000122070312,964.2000122070312,5
2024-05-02 18:04:00-04:00,964.2999877929688,965,964.2000122070312,964.2999877929688,964.2999877929688,24
2024-05-02 18:05:00-04:00,964.4000244140624,964.4000244140624,964,964,964,11
2024-05-02 18:06:00-04:00,963.7999877929688,963.7999877929688,963.5,963.5,963.5,2
2024-05-02 18:08:00-04:00,963.2999877929688,963.2999877929688,963.2999877929688,963.2999877929688,963.2999877929688,1
2024-05-02 18:09:00-04:00,963.5,963.5,963.5,963.5,963.5,2
2024-05-02 18:10:00-04:00,963.5,963.5,963.4000244140624,963.4000244140624,963.4000244140624,3
2024-05-02 18:11:00-04:00,963.5999755859376,963.5999755859376,963.5999755859376,963.5999755859376,963.5999755859376,1
2024-05-02 18:12:00-04:00,963.7000122070312,963.7000122070312,963.7000122070312,963.7000122070312,963.7000122070312,1
2024-05-02 18:15:00-04:00,963.5,963.5,963.5,963.5,963.5,6
2024-05-02 18:16:00-04:00,963.7000122070312,963.7999877929688,963.7000122070312,963.7999877929688,963.7999877929688,2
2024-05-02 18:17:00-04:00,963.7000122070312,963.7000122070312,963.7000122070312,963.7000122070312,963.7000122070312,1
2024-05-02 18:18:00-04:00,963.7000122070312,963.7000122070312,963.7000122070312,963.7000122070312,963.7000122070312,1
2024-05-02 18:19:00-04:00,963.7999877929688,964,963.7999877929688,964,964,3
2024-05-02 18:20:00-04:00,963.7999877929688,964,963.7999877929688,964,964,3
2024-05-02 18:21:00-04:00,963.9000244140624,963.9000244140624,963.5999755859376,963.5999755859376,963.5999755859376,7
2024-05-02 18:22:00-04:00,963.5,963.5,963.5,963.5,963.5,1
2024-05-02 18:24:00-04:00,963.7000122070312,963.7000122070312,963.7000122070312,963.7000122070312,963.7000122070312,1
2024-05-02 18:26:00-04:00,963.5,963.5,963.5,963.5,963.5,1
2024-05-02 18:30:00-04:00,963.2999877929688,963.2999877929688,963.2999877929688,963.2999877929688,963.2999877929688,1
2024-05-02 18:31:00-04:00,963,963,963,963,963,1
