Datetime,Open,High,Low,Close,Adj Close,Volume
2024-05-01 18:00:00-04:00,966.0999755859376,966.0999755859376,964.7999877929688,965.5999755859376,965.5999755859376,0
2024-05-01 18:01:00-04:00,965.4000244140624,965.9000244140624,965,965,965,51
2024-05-01 18:02:00-04:00,964.7000122070312,964.7999877929688,964.2000122070312,964.7999877929688,964.7999877929688,14
2024-05-01 18:03:00-04:00,964.7999877929688,965.7999877929688,964.7999877929688,965.7999877929688,965.7999877929688,12
2024-05-01 18:04:00-04:00,965.7000122070312,965.7999877929688,965.7000122070312,965.7999877929688,965.7999877929688,3
2024-05-01 18:05:00-04:00,965.2000122070312,965.2000122070312,964.7999877929688,964.7999877929688,964.7999877929688,3
2024-05-01 18:06:00-04:00,964.7000122070312,964.7000122070312,963.2000122070312,963.2000122070312,963.2000122070312,35
2024-05-01 18:07:00-04:00,963.0999755859376,963.0999755859376,963,963,963,5
2024-05-01 18:08:00-04:00,963.2000122070312,963.2999877929688,963.2000122070312,963.2999877929688,963.2999877929688,5
2024-05-01 18:09:00-04:00,963.2999877929688,963.4000244140624,963.2999877929688,963.4000244140624,963.4000244140624,4
2024-05-01 18:13:00-04:00,963.5,964,963.5,963.7999877929688,963.7999877929688,23
2024-05-01 18:14:00-04:00,964,964.2999877929688,964,964.2999877929688,964.2999877929688,2
2024-05-01 18:15:00-04:00,964.0999755859376,964.0999755859376,963.9000244140624,963.9000244140624,963.9000244140624,3
2024-05-01 18:16:00-04:00,964,964,963.7000122070312,963.7000122070312,963.7000122070312,9
2024-05-01 18:17:00-04:00,963.7000122070312,963.7000122070312,963.7000122070312,963.7000122070312,963.7000122070312,5
2024-05-01 18:18:00-04:00,963.7999877929688,963.7999877929688,963.7999877929688,963.7999877929688,963.7999877929688,1
2024-05-01 18:19:00-04:00,964.2000122070312,964.2000122070312,964.2000122070312,964.2000122070312,964.2000122070312,1
2024-05-01 18:20:00-04:00,964.2000122070312,964.2000122070312,964.2000122070312,964.2000122070312,964.2000122070312,1
2024-05-01 18:22:00-04:00,964.2000122070312,964.5999755859376,964.2000122070312,964.5999755859376,964.5999755859376,4
2024-05-01 18:24:00-04:00,964.2999877929688,964.4000244140624,964.2999877929688,964.4000244140624,964.4000244140624,2
2024-05-01 18:27:00-04:00,963.7999877929688,963.7999877929688,963.7999877929688,963.7999877929688,963.7999877929688,1
2024-05-01 18:29:00-04:00,963.7000122070312,964.0999755859376,963.7000122070312,964.0999755859376,964.0999755859376,3
2024-05-01 18:30:00-04:00,963.9000244140624,964,963.9000244140624,964,964,3
2024-05-01 18:31:00-04:00,964.2000122070312,964.2999877929688,964,964,964,13
2024-05-01 18:32:00-04:00,963.9000244140624,964.2999877929688,963.9000244140624,964.2999877929688,964.2999877929688,8
2024-05-01 18:33:00-04:00,964.2000122070312,964.5,964.2000122070312,964.4000244140624,964.4000244140624,5
2024-05-01 18:34:00-04:00,964.2999877929688,964.2999877929688,964.2999877929688,964.2999877929688,964.2999877929688,4
2024-05-01 18:35:00-04:00,964.2999877929688,964.2999877929688,964.2000122070312,964.2999877929688,964.2999877929688,3
2024-05-01 18:36:00-04:00,964.5,964.9000244140624,964.5,964.9000244140624,964.9000244140624,7
2024-05-01 18:37:00-04:00,964.7000122070312,964.7000122070312,964.7000122070312,964.7000122070312,964.7000122070312,5
2024-05-01 18:38:00-04:00,964.7999877929688,964.7999877929688,964.7999877929688,964.7999877929688,964.7999877929688,2
2024-05-01 18:39:00-04:00,964.7999877929688,965,964.7999877929688,965,965,7
2024-05-01 18:40:00-04:00,964.9000244140624,964.9000244140624,964.7999877929688,964.7999877929688,964.7999877929688,4
