Datetime,Open,High,Low,Close,Adj Close,Volume
2024-04-29 18:00:00-04:00,959.9000244140624,959.9000244140624,958.7999877929688,958.7999877929688,958.7999877929688,0
2024-04-29 18:01:00-04:00,959.2000122070312,959.2000122070312,958.9000244140624,959,959,12
2024-04-29 18:03:00-04:00,959.7000122070312,959.7000122070312,959.5,959.5999755859376,959.5999755859376,10
2024-04-29 18:04:00-04:00,959.2999877929688,959.2999877929688,959.2999877929688,959.2999877929688,959.2999877929688,1
2024-04-29 18:05:00-04:00,959.5999755859376,959.5999755859376,959.2999877929688,959.5999755859376,959.5999755859376,5
2024-04-29 18:06:00-04:00,959.7999877929688,959.7999877929688,959.7000122070312,959.7000122070312,959.7000122070312,2
2024-04-29 18:07:00-04:00,959.7000122070312,959.7000122070312,959.5999755859376,959.5999755859376,959.5999755859376,5
2024-04-29 18:08:00-04:00,959.7999877929688,960,959.7999877929688,960,960,19
2024-04-29 18:09:00-04:00,960.0999755859376,960.2000122070312,960,960.0999755859376,960.0999755859376,8
2024-04-29 18:10:00-04:00,960.0999755859376,960.0999755859376,960.0999755859376,960.0999755859376,960.0999755859376,2
2024-04-29 18:11:00-04:00,959.9000244140624,959.9000244140624,959.9000244140624,959.9000244140624,959.9000244140624,1
2024-04-29 18:12:00-04:00,959.7999877929688,959.7999877929688,959.7000122070312,959.7000122070312,959.7000122070312,4
2024-04-29 18:13:00-04:00,959.5999755859376,959.5999755859376,959.5999755859376,959.5999755859376,959.5999755859376,2
2024-04-29 18:15:00-04:00,959.5,959.5,959.2999877929688,959.2999877929688,959.2999877929688,5
2024-04-29 18:17:00-04:00,959.2000122070312,959.2000122070312,958.7000122070312,958.7000122070312,958.7000122070312,4
2024-04-29 18:18:00-04:00,958.9000244140624,959.2000122070312,958.9000244140624,959.2000122070312,959.2000122070312,10
2024-04-29 18:19:00-04:00,959.5,959.5,959.5,959.5,959.5,1
2024-04-29 18:20:00-04:00,959.2000122070312,959.2000122070312,959.2000122070312,959.2000122070312,959.2000122070312,1
2024-04-29 18:24:00-04:00,959.4000244140624,959.4000244140624,959.4000244140624,959.4000244140624,959.4000244140624,1
2024-04-29 18:26:00-04:00,959.0999755859376,959.0999755859376,959.0999755859376,959.0999755859376,959.0999755859376,2
2024-04-29 18:27:00-04:00,959,959.2000122070312,959,959,959,5
2024-04-29 18:28:00-04:00,959,959,958.7999877929688,958.7999877929688,958.7999877929688,3
2024-04-29 18:29:00-04:00,958.7999877929688,958.7999877929688,958.7999877929688,958.7999877929688,958.7999877929688,1
2024-04-29 18:30:00-04:00,958.7999877929688,958.7999877929688,958.7999877929688,958.7999877929688,958.7999877929688,1
2024-04-29 18:31:00-04:00,958.7000122070312,958.9000244140624,958.5,958.5,958.5,6
2024-04-29 18:32:00-04:00,958.4000244140624,958.4000244140624,958.2000122070312,958.2000122070312,958.2000122070312,3
2024-04-29 18:34:00-04:00,958.4000244140624,958.4000244140624,958.2999877929688,958.2999877929688,958.2999877929688,2
2024-04-29 18:35:00-04:00,958.2999877929688,958.2999877929688,958.2999877929688,958.2999877929688,958.2999877929688,1
2024-04-29 18:36:00-04:00,958.2000122070312,958.2000122070312,958.2000122070312,958.2000122070312,958.2000122070312,1
2024-04-29 18:37:00-04:00,958.2999877929688,958.2999877929688,958.0999755859376,958.0999755859376,958.0999755859376,5
2024-04-29 18:38:00-04:00,958,958,957.9000244140624,957.9000244140624,957.9000244140624,5
2024-04-29 18:39:00-04:00,958.0999755859376,958.5,958.0999755859376,958.2999877929688,958.2999877929688,9
2024-04-29 18:40:00-04:00,958.5,958.7000122070312,958.5,958.7000122070312,958.7000122070312,2
2024-04-29 18:41:00-04:00,958.4000244140624,958.4000244140624,958.4000244140624,958.4000244140624,958.4000244140624,1
2024-04-29 18:42:00-04:00,958.4000244140624,958.4000244140624,957.9000244140624,958,958,34
2024-04-29 18:43:00-04:00,958.0999755859376,958.2000122070312,958.0999755859376,958.2000122070312,958.2000122070312,2
2024-04-29 18:44:00-04:00,958.2999877929688,958.4000244140624,958.2000122070312,958.4000244140624,958.4000244140624,6
2024-04-29 18:45:00-04:00,958.5999755859376,958.5999755859376,958.0999755859376,958.0999755859376,958.0999755859376,3
2024-04-29 18:46:00-04:00,958.2000122070312,958.2999877929688,958.2000122070312,958.2000122070312,958.2000122070312,9
2024-04-29 18:47:00-04:00,958.0999755859376,958.5,958.0999755859376,958.2999877929688,958.2999877929688,13
2024-04-29 18:48:00-04:00,958.5,958.7000122070312,958.5,958.7000122070312,958.7000122070312,4
2024-04-29 18:49:00-04:00,958.7999877929688,958.9000244140624,958.7000122070312,958.9000244140624,958.9000244140624,7
2024-04-29 18:50:00-04:00,959.0999755859376,959.2000122070312,958.5999755859376,958.5999755859376,958.5999755859376,6
2024-04-29 18:51:00-04:00,958.5,958.5999755859376,958.5,958.5,958.5,8
2024-04-29 18:52:00-04:00,958.7000122070312,958.7999877929688,958.7000122070312,958.7999877929688,958.7999877929688,3
2024-04-29 18:53:00-04:00,959,959.0999755859376,958.7999877929688,958.7999877929688,958.7999877929688,7
2024-04-29 18:54:00-04:00,958.9000244140624,959,958.9000244140624,959,959,7
2024-04-29 18:55:00-04:00,959,959.2000122070312,959,959.0999755859376,959.0999755859376,9
2024-04-29 18:56:00-04:00,959.2000122070312,959.2999877929688,959.2000122070312,959.2999877929688,959.2999877929688,4
2024-04-29 18:57:00-04:00,959.2999877929688,959.4000244140624,959,959,959,6
2024-04-29 18:58:00-04:00,958.7999877929688,958.7999877929688,958.7999877929688,958.7999877929688,958.7999877929688,3
2024-04-29 18:59:00-04:00,958.9000244140624,959.0999755859376,958.9000244140624,959.0999755859376,959.0999755859376,8
2024-04-29 19:00:00-04:00,959.2999877929688,959.4000244140624,958.7000122070312,958.7000122070312,958.7000122070312,14
2024-04-29 19:01:00-04:00,958.9000244140624,959.0999755859376,958.9000244140624,958.9000244140624,958.9000244140624,8
2024-04-29 19:02:00-04:00,959,959.0999755859376,958.5999755859376,958.9000244140624,958.9000244140624,11
2024-04-29 19:03:00-04:00,959,959,958.7999877929688,958.7999877929688,958.7999877929688,5
2024-04-29 19:04:00-04:00,958.7999877929688,958.9000244140624,958.7999877929688,958.7999877929688,958.7999877929688,6
2024-04-29 19:05:00-04:00,958.9000244140624,959,958.2999877929688,958.2999877929688,958.2999877929688,11
2024-04-29 19:06:00-04:00,958.4000244140624,958.7000122070312,958.4000244140624,958.7000122070312,958.7000122070312,9
2024-04-29 19:07:00-04:00,958.7999877929688,958.7999877929688,958.7999877929688,958.7999877929688,958.7999877929688,2
2024-04-29 19:08:00-04:00,958.9000244140624,959,958.7999877929688,959,959,5
2024-04-29 19:09:00-04:00,959,959.0999755859376,958.7999877929688,958.9000244140624,958.9000244140624,14
2024-04-29 19:10:00-04:00,958.9000244140624,959.0999755859376,958.9000244140624,959.0999755859376,959.0999755859376,4
2024-04-29 19:12:00-04:00,958.7000122070312,958.7000122070312,958.7000122070312,958.7000122070312,958.7000122070312,3
2024-04-29 19:13:00-04:00,958.5,958.5,958.5,958.5,958.5,4
2024-04-29 19:14:00-04:00,958.5,958.7000122070312,958.4000244140624,958.5999755859376,958.5999755859376,10
2024-04-29 19:15:00-04:00,958.7000122070312,958.7000122070312,958.4000244140624,958.4000244140624,958.4000244140624,3
2024-04-29 19:17:00-04:00,958.7000122070312,958.7000122070312,958.5,958.5,958.5,8
2024-04-29 19:18:00-04:00,958.5,958.5,958.4000244140624,958.4000244140624,958.4000244140624,3
2024-04-29 19:20:00-04:00,958.5999755859376,958.5999755859376,958.4000244140624,958.5999755859376,958.5999755859376,6
2024-04-29 19:21:00-04:00,958.7999877929688,959,958.7999877929688,958.9000244140624,958.9000244140624,15
2024-04-29 19:22:00-04:00,959,959,958.2999877929688,958.2999877929688,958.2999877929688,17
2024-04-29 19:23:00-04:00,958.4000244140624,958.4000244140624,958.2999877929688,958.2999877929688,958.2999877929688,3
2024-04-29 19:24:00-04:00,958.2999877929688,958.2999877929688,958.2999877929688,958.2999877929688,958.2999877929688,2
2024-04-29 19:25:00-04:00,958.2999877929688,958.4000244140624,957.9000244140624,958,958,25
2024-04-29 19:26:00-04:00,958,958,957.7999877929688,957.7999877929688,957.7999877929688,4
2024-04-29 19:27:00-04:00,958,958,957.5999755859376,957.5999755859376,957.5999755859376,18
2024-04-29 19:28:00-04:00,957.7999877929688,958,957.7999877929688,958,958,2
2024-04-29 19:29:00-04:00,958,958,958,958,958,2
2024-04-29 19:30:00-04:00,958.2999877929688,958.2999877929688,958.2999877929688,958.2999877929688,958.2999877929688,3
2024-04-29 19:31:00-04:00,958.2999877929688,958.2999877929688,958.0999755859376,958.2000122070312,958.2000122070312,6
2024-04-29 19:32:00-04:00,958.2000122070312,958.4000244140624,958.2000122070312,958.4000244140624,958.4000244140624,5
2024-04-29 19:33:00-04:00,958.5,958.5999755859376,958.5,958.5,958.5,6
2024-04-29 19:34:00-04:00,958.2999877929688,958.4000244140624,958.2999877929688,958.4000244140624,958.4000244140624,3
2024-04-29 19:35:00-04:00,958.5,958.5,958.4000244140624,958.4000244140624,958.4000244140624,3
2024-04-29 19:36:00-04:00,958.5999755859376,958.7999877929688,958.5999755859376,958.5999755859376,958.5999755859376,7
2024-04-29 19:39:00-04:00,958.5999755859376,958.7000122070312,958.5999755859376,958.5999755859376,958.5999755859376,8
2024-04-29 19:40:00-04:00,958.7000122070312,958.7000122070312,958.2999877929688,958.4000244140624,958.4000244140624,10
2024-04-29 19:41:00-04:00,958.5,958.5,958.2999877929688,958.5,958.5,7
2024-04-29 19:42:00-04:00,958.5999755859376,958.7000122070312,958.5999755859376,958.7000122070312,958.7000122070312,5
2024-04-29 19:44:00-04:00,958.7000122070312,958.7000122070312,958,958.0999755859376,958.0999755859376,18
2024-04-29 19:45:00-04:00,958.2999877929688,958.5999755859376,958.2999877929688,958.5,958.5,38
2024-04-29 19:46:00-04:00,958.5,958.5,958.0999755859376,958.4000244140624,958.4000244140624,38
